天数,索引,升阶类型,要求,货币类型,描述,原价,现价,限购数量(0不限购),限时(秒),物品
13,9,TianNv,6,3,女王进阶丹,8000,2400,10,86400,"{""item"",20009,80}"
13,10,TianNv,6,3,女王进阶丹,6000,2400,10,86400,"{""item"",20009,60}"
13,11,TianNv,6,3,女王6阶经验丹,5000,2500,1,86400,"{""item"",20066,1}"
13,12,TianNv,7,3,女王进阶丹,8000,2400,10,86400,"{""item"",20009,80}"
13,13,TianNv,7,3,女王进阶丹,6000,2400,10,86400,"{""item"",20009,60}"
13,14,TianNv,7,3,女王7阶经验丹,5000,2500,1,86400,"{""item"",20067,1}"
13,15,TianNv,8,3,女王进阶丹,8000,2400,10,86400,"{""item"",20009,80}"
13,16,TianNv,8,3,女王进阶丹,5500,2200,10,86400,"{""item"",20009,55}"
13,17,TianNv,8,3,女王8阶经验丹,5000,2500,1,86400,"{""item"",20068,1}"
13,18,TianNv,9,3,女王进阶丹,11500,3450,20,86400,"{""item"",20009,115}"
13,19,TianNv,9,3,女王进阶丹,8000,3200,20,86400,"{""item"",20009,80}"
13,20,TianNv,9,3,女王9阶经验丹,5000,2500,1,86400,"{""item"",20069,1}"
13,21,TianNv,10,3,女王进阶丹,16500,4950,20,86400,"{""item"",20009,165}"
13,22,TianNv,10,3,女王进阶丹,11500,4600,20,86400,"{""item"",20009,115}"
14,0,TianNvXianQi,1,3,仙位进阶丹,6000,1800,5,86400,"{""item"",20010,60}"
14,1,TianNvXianQi,1,3,仙位进阶丹,4000,1600,1,86400,"{""item"",20010,40}"
14,2,TianNvXianQi,1,3,仙位属性丹,8000,3200,1,86400,"{""item"",60042,1}"
14,3,TianNvXianQi,4,3,仙位进阶丹,2200,660,5,86400,"{""item"",20010,22}"
14,4,TianNvXianQi,4,3,仙位进阶丹,7200,2880,5,86400,"{""item"",20010,72}"
14,5,TianNvXianQi,4,3,仙位属性丹,8000,3200,1,86400,"{""item"",60042,1}"
14,6,TianNvXianQi,5,3,仙位进阶丹,4600,1380,5,86400,"{""item"",20010,46}"
14,7,TianNvXianQi,5,3,仙位进阶丹,3000,1200,5,86400,"{""item"",20010,30}"
14,8,TianNvXianQi,5,3,仙位属性丹,8000,3200,1,86400,"{""item"",60042,1}"
14,9,TianNvXianQi,6,3,仙位进阶丹,8000,2400,10,86400,"{""item"",20010,80}"
14,10,TianNvXianQi,6,3,仙位进阶丹,6000,2400,10,86400,"{""item"",20010,60}"
14,11,TianNvXianQi,6,3,仙位6阶经验丹,5000,2500,1,86400,"{""item"",20071,1}"
14,12,TianNvXianQi,7,3,仙位进阶丹,8000,2400,10,86400,"{""item"",20010,80}"
14,13,TianNvXianQi,7,3,仙位进阶丹,6000,2400,10,86400,"{""item"",20010,60}"
14,14,TianNvXianQi,7,3,仙位7阶经验丹,5000,2500,1,86400,"{""item"",20072,1}"
14,15,TianNvXianQi,8,3,仙位进阶丹,8000,2400,10,86400,"{""item"",20010,80}"
14,16,TianNvXianQi,8,3,仙位进阶丹,5500,2200,10,86400,"{""item"",20010,55}"
14,17,TianNvXianQi,8,3,仙位8阶经验丹,5000,2500,1,86400,"{""item"",20073,1}"
14,18,TianNvXianQi,9,3,仙位进阶丹,11500,3450,20,86400,"{""item"",20010,115}"
14,19,TianNvXianQi,9,3,仙位进阶丹,8000,3200,20,86400,"{""item"",20010,80}"
14,20,TianNvXianQi,9,3,仙位9阶经验丹,5000,2500,1,86400,"{""item"",20074,1}"
14,21,TianNvXianQi,10,3,仙位进阶丹,16500,4950,20,86400,"{""item"",20010,165}"
14,22,TianNvXianQi,10,3,仙位进阶丹,11500,4600,20,86400,"{""item"",20010,115}"
15,0,TianNvHuaNian,1,3,花辇进阶丹,6000,1800,5,86400,"{""item"",20011,60}"
15,1,TianNvHuaNian,1,3,花辇进阶丹,4000,1600,1,86400,"{""item"",20011,40}"
15,2,TianNvHuaNian,1,3,花辇属性丹,8000,3200,1,86400,"{""item"",60043,1}"
15,3,TianNvHuaNian,4,3,花辇进阶丹,2200,660,5,86400,"{""item"",20011,22}"
15,4,TianNvHuaNian,4,3,花辇进阶丹,7200,2880,5,86400,"{""item"",20011,72}"
15,5,TianNvHuaNian,4,3,花辇属性丹,8000,3200,1,86400,"{""item"",60043,1}"
15,6,TianNvHuaNian,5,3,花辇进阶丹,4600,1380,5,86400,"{""item"",20011,46}"
15,7,TianNvHuaNian,5,3,花辇进阶丹,3000,1200,5,86400,"{""item"",20011,30}"
15,8,TianNvHuaNian,5,3,花辇属性丹,8000,3200,1,86400,"{""item"",60043,1}"
15,9,TianNvHuaNian,6,3,花辇进阶丹,8000,2400,10,86400,"{""item"",20011,80}"
15,10,TianNvHuaNian,6,3,花辇进阶丹,6000,2400,10,86400,"{""item"",20011,60}"
15,11,TianNvHuaNian,6,3,花辇6阶经验丹,5000,2500,1,86400,"{""item"",20076,1}"
15,12,TianNvHuaNian,7,3,花辇进阶丹,8000,2400,10,86400,"{""item"",20011,80}"
15,13,TianNvHuaNian,7,3,花辇进阶丹,6000,2400,10,86400,"{""item"",20011,60}"
15,14,TianNvHuaNian,7,3,花辇7阶经验丹,5000,2500,1,86400,"{""item"",20077,1}"
15,15,TianNvHuaNian,8,3,花辇进阶丹,8000,2400,10,86400,"{""item"",20011,80}"
15,16,TianNvHuaNian,8,3,花辇进阶丹,5500,2200,10,86400,"{""item"",20011,55}"
15,17,TianNvHuaNian,8,3,花辇8阶经验丹,5000,2500,1,86400,"{""item"",20078,1}"
15,18,TianNvHuaNian,9,3,花辇进阶丹,11500,3450,20,86400,"{""item"",20011,115}"
15,19,TianNvHuaNian,9,3,花辇进阶丹,8000,3200,20,86400,"{""item"",20011,80}"
15,20,TianNvHuaNian,9,3,花辇9阶经验丹,5000,2500,1,86400,"{""item"",20079,1}"
15,21,TianNvHuaNian,10,3,花辇进阶丹,16500,4950,20,86400,"{""item"",20011,165}"
15,22,TianNvHuaNian,10,3,花辇进阶丹,11500,4600,20,86400,"{""item"",20011,115}"
16,0,TianNvLingQi,1,3,灵气进阶丹,6000,1800,5,86400,"{""item"",20012,60}"
16,1,TianNvLingQi,1,3,灵气进阶丹,4000,1600,1,86400,"{""item"",20012,40}"
16,2,TianNvLingQi,1,3,灵气属性丹,8000,3200,1,86400,"{""item"",60044,1}"
16,3,TianNvLingQi,4,3,灵气进阶丹,2200,660,5,86400,"{""item"",20012,22}"
16,4,TianNvLingQi,4,3,灵气进阶丹,7200,2880,5,86400,"{""item"",20012,72}"
16,5,TianNvLingQi,4,3,灵气属性丹,8000,3200,1,86400,"{""item"",60044,1}"
16,6,TianNvLingQi,5,3,灵气进阶丹,4600,1380,5,86400,"{""item"",20012,46}"
16,7,TianNvLingQi,5,3,灵气进阶丹,3000,1200,5,86400,"{""item"",20012,30}"
16,8,TianNvLingQi,5,3,灵气属性丹,8000,3200,1,86400,"{""item"",60044,1}"
16,9,TianNvLingQi,6,3,灵气进阶丹,8000,2400,10,86400,"{""item"",20012,80}"
16,10,TianNvLingQi,6,3,灵气进阶丹,6000,2400,10,86400,"{""item"",20012,60}"
16,11,TianNvLingQi,6,3,灵气6阶经验丹,5000,2500,1,86400,"{""item"",20081,1}"
16,12,TianNvLingQi,7,3,灵气进阶丹,8000,2400,10,86400,"{""item"",20012,80}"
16,13,TianNvLingQi,7,3,灵气进阶丹,6000,2400,10,86400,"{""item"",20012,60}"
16,14,TianNvLingQi,7,3,灵气7阶经验丹,5000,2500,1,86400,"{""item"",20082,1}"
16,15,TianNvLingQi,8,3,灵气进阶丹,8000,2400,10,86400,"{""item"",20012,80}"
16,16,TianNvLingQi,8,3,灵气进阶丹,5500,2200,10,86400,"{""item"",20012,55}"
16,17,TianNvLingQi,8,3,灵气8阶经验丹,5000,2500,1,86400,"{""item"",20083,1}"
16,18,TianNvLingQi,9,3,灵气进阶丹,11500,3450,20,86400,"{""item"",20012,115}"
16,19,TianNvLingQi,9,3,灵气进阶丹,8000,3200,20,86400,"{""item"",20012,80}"
16,20,TianNvLingQi,9,3,灵气9阶经验丹,5000,2500,1,86400,"{""item"",20084,1}"
16,21,TianNvLingQi,10,3,灵气进阶丹,16500,4950,20,86400,"{""item"",20012,165}"
16,22,TianNvLingQi,10,3,灵气进阶丹,11500,4600,20,86400,"{""item"",20012,115}"
17,0,XianLvFaZhen,1,3,法阵进阶丹,7000,1400,5,86400,"{""item"",20005,70}"
17,1,XianLvFaZhen,1,3,法阵进阶丹,5000,1500,1,86400,"{""item"",20005,50}"
17,2,XianLvFaZhen,1,3,法阵技能书,2000,800,1,86400,"{""item"",30003,1}"
17,3,XianLvFaZhen,4,3,法阵进阶丹,2600,520,5,86400,"{""item"",20005,26}"
17,4,XianLvFaZhen,4,3,法阵进阶丹,9000,2700,5,86400,"{""item"",20005,90}"
17,5,XianLvFaZhen,4,3,法阵技能书,2000,800,1,86400,"{""item"",30003,1}"
17,6,XianLvFaZhen,5,3,法阵进阶丹,5400,1080,5,86400,"{""item"",20005,54}"
17,7,XianLvFaZhen,5,3,法阵进阶丹,3800,1140,5,86400,"{""item"",20005,38}"
17,8,XianLvFaZhen,5,3,法阵技能书,2000,800,1,86400,"{""item"",30003,1}"
17,9,XianLvFaZhen,6,3,法阵进阶丹,8000,1600,10,86400,"{""item"",20005,80}"
17,10,XianLvFaZhen,6,3,法阵进阶丹,6000,1800,10,86400,"{""item"",20005,60}"
17,11,XianLvFaZhen,6,3,法阵6阶经验丹,5000,2500,1,86400,"{""item"",20046,1}"
17,12,XianLvFaZhen,7,3,法阵进阶丹,8000,1600,10,86400,"{""item"",20005,80}"
17,13,XianLvFaZhen,7,3,法阵进阶丹,6000,1800,10,86400,"{""item"",20005,60}"
17,14,XianLvFaZhen,7,3,法阵7阶经验丹,5000,2500,1,86400,"{""item"",20047,1}"
17,15,XianLvFaZhen,8,3,法阵进阶丹,8000,1600,10,86400,"{""item"",20005,80}"
17,16,XianLvFaZhen,8,3,法阵进阶丹,5500,1650,10,86400,"{""item"",20005,55}"
17,17,XianLvFaZhen,8,3,法阵8阶经验丹,5000,2500,1,86400,"{""item"",20048,1}"
17,18,XianLvFaZhen,9,3,法阵进阶丹,11500,2300,20,86400,"{""item"",20005,115}"
17,19,XianLvFaZhen,9,3,法阵进阶丹,8000,2400,20,86400,"{""item"",20005,80}"
17,20,XianLvFaZhen,9,3,法阵9阶经验丹,5000,2500,1,86400,"{""item"",20049,1}"
17,21,XianLvFaZhen,10,3,法阵进阶丹,16500,3300,20,86400,"{""item"",20005,165}"
17,22,XianLvFaZhen,10,3,法阵进阶丹,11500,3450,20,86400,"{""item"",20005,115}"
18,0,XianLvXianWei,1,3,神位进阶丹,7000,1400,5,86400,"{""item"",20006,70}"
18,1,XianLvXianWei,1,3,神位进阶丹,5000,1500,1,86400,"{""item"",20006,50}"
18,2,XianLvXianWei,1,3,神位技能书,2000,800,1,86400,"{""item"",30004,1}"
18,3,XianLvXianWei,4,3,神位进阶丹,2600,520,5,86400,"{""item"",20006,26}"
18,4,XianLvXianWei,4,3,神位进阶丹,9000,2700,5,86400,"{""item"",20006,90}"
18,5,XianLvXianWei,4,3,神位技能书,2000,800,1,86400,"{""item"",30004,1}"
18,6,XianLvXianWei,5,3,神位进阶丹,5400,1080,5,86400,"{""item"",20006,54}"
18,7,XianLvXianWei,5,3,神位进阶丹,3800,1140,5,86400,"{""item"",20006,38}"
18,8,XianLvXianWei,5,3,神位技能书,2000,800,1,86400,"{""item"",30004,1}"
18,9,XianLvXianWei,6,3,神位进阶丹,8000,1600,10,86400,"{""item"",20006,80}"
18,10,XianLvXianWei,6,3,神位进阶丹,6000,1800,10,86400,"{""item"",20006,60}"
18,11,XianLvXianWei,6,3,神位6阶经验丹,5000,2500,1,86400,"{""item"",20051,1}"
18,12,XianLvXianWei,7,3,神位进阶丹,8000,1600,10,86400,"{""item"",20006,80}"
18,13,XianLvXianWei,7,3,神位进阶丹,6000,1800,10,86400,"{""item"",20006,60}"
18,14,XianLvXianWei,7,3,神位7阶经验丹,5000,2500,1,86400,"{""item"",20052,1}"
18,15,XianLvXianWei,8,3,神位进阶丹,8000,1600,10,86400,"{""item"",20006,80}"
18,16,XianLvXianWei,8,3,神位进阶丹,5500,1650,10,86400,"{""item"",20006,55}"
18,17,XianLvXianWei,8,3,神位8阶经验丹,5000,2500,1,86400,"{""item"",20053,1}"
18,18,XianLvXianWei,9,3,神位进阶丹,11500,2300,20,86400,"{""item"",20006,115}"
18,19,XianLvXianWei,9,3,神位进阶丹,8000,2400,20,86400,"{""item"",20006,80}"
18,20,XianLvXianWei,9,3,神位9阶经验丹,5000,2500,1,86400,"{""item"",20054,1}"
18,21,XianLvXianWei,10,3,神位进阶丹,16500,3300,20,86400,"{""item"",20006,165}"
18,22,XianLvXianWei,10,3,神位进阶丹,11500,3450,20,86400,"{""item"",20006,115}"
19,0,TianNv,1,3,女王进阶丹,6000,1800,5,86400,"{""item"",20009,60}"
19,1,TianNv,1,3,女王进阶丹,4000,1600,1,86400,"{""item"",20009,40}"
19,2,TianNv,1,3,女王属性丹,8000,3200,1,86400,"{""item"",60041,1}"
19,3,TianNv,4,3,女王进阶丹,2200,660,5,86400,"{""item"",20009,22}"
19,4,TianNv,4,3,女王进阶丹,7200,2880,5,86400,"{""item"",20009,72}"
19,5,TianNv,4,3,女王属性丹,8000,3200,1,86400,"{""item"",60041,1}"
19,6,TianNv,5,3,女王进阶丹,4600,1380,5,86400,"{""item"",20009,46}"
19,7,TianNv,5,3,女王进阶丹,3000,1200,5,86400,"{""item"",20009,30}"
19,8,TianNv,5,3,女王属性丹,8000,3200,1,86400,"{""item"",60041,1}"
19,9,TianNv,6,3,女王进阶丹,8000,2400,10,86400,"{""item"",20009,80}"
19,10,TianNv,6,3,女王进阶丹,6000,2400,10,86400,"{""item"",20009,60}"
19,11,TianNv,6,3,女王6阶经验丹,5000,2500,1,86400,"{""item"",20066,1}"
19,12,TianNv,7,3,女王进阶丹,8000,2400,10,86400,"{""item"",20009,80}"
19,13,TianNv,7,3,女王进阶丹,6000,2400,10,86400,"{""item"",20009,60}"
19,14,TianNv,7,3,女王7阶经验丹,5000,2500,1,86400,"{""item"",20067,1}"
19,15,TianNv,8,3,女王进阶丹,8000,2400,10,86400,"{""item"",20009,80}"
19,16,TianNv,8,3,女王进阶丹,5500,2200,10,86400,"{""item"",20009,55}"
19,17,TianNv,8,3,女王8阶经验丹,5000,2500,1,86400,"{""item"",20068,1}"
19,18,TianNv,9,3,女王进阶丹,11500,3450,20,86400,"{""item"",20009,115}"
19,19,TianNv,9,3,女王进阶丹,8000,3200,20,86400,"{""item"",20009,80}"
19,20,TianNv,9,3,女王9阶经验丹,5000,2500,1,86400,"{""item"",20069,1}"
19,21,TianNv,10,3,女王进阶丹,16500,4950,20,86400,"{""item"",20009,165}"
19,22,TianNv,10,3,女王进阶丹,11500,4600,20,86400,"{""item"",20009,115}"
20,0,TianNvXianQi,1,3,仙位进阶丹,6000,1800,5,86400,"{""item"",20010,60}"
20,1,TianNvXianQi,1,3,仙位进阶丹,4000,1600,1,86400,"{""item"",20010,40}"
20,2,TianNvXianQi,1,3,仙位属性丹,8000,3200,1,86400,"{""item"",60042,1}"
20,3,TianNvXianQi,4,3,仙位进阶丹,2200,660,5,86400,"{""item"",20010,22}"
20,4,TianNvXianQi,4,3,仙位进阶丹,7200,2880,5,86400,"{""item"",20010,72}"
20,5,TianNvXianQi,4,3,仙位属性丹,8000,3200,1,86400,"{""item"",60042,1}"
20,6,TianNvXianQi,5,3,仙位进阶丹,4600,1380,5,86400,"{""item"",20010,46}"
20,7,TianNvXianQi,5,3,仙位进阶丹,3000,1200,5,86400,"{""item"",20010,30}"
20,8,TianNvXianQi,5,3,仙位属性丹,8000,3200,1,86400,"{""item"",60042,1}"
20,9,TianNvXianQi,6,3,仙位进阶丹,8000,2400,10,86400,"{""item"",20010,80}"
20,10,TianNvXianQi,6,3,仙位进阶丹,6000,2400,10,86400,"{""item"",20010,60}"
20,11,TianNvXianQi,6,3,仙位6阶经验丹,5000,2500,1,86400,"{""item"",20071,1}"
20,12,TianNvXianQi,7,3,仙位进阶丹,8000,2400,10,86400,"{""item"",20010,80}"
20,13,TianNvXianQi,7,3,仙位进阶丹,6000,2400,10,86400,"{""item"",20010,60}"
20,14,TianNvXianQi,7,3,仙位7阶经验丹,5000,2500,1,86400,"{""item"",20072,1}"
20,15,TianNvXianQi,8,3,仙位进阶丹,8000,2400,10,86400,"{""item"",20010,80}"
20,16,TianNvXianQi,8,3,仙位进阶丹,5500,2200,10,86400,"{""item"",20010,55}"
20,17,TianNvXianQi,8,3,仙位8阶经验丹,5000,2500,1,86400,"{""item"",20073,1}"
20,18,TianNvXianQi,9,3,仙位进阶丹,11500,3450,20,86400,"{""item"",20010,115}"
20,19,TianNvXianQi,9,3,仙位进阶丹,8000,3200,20,86400,"{""item"",20010,80}"
20,20,TianNvXianQi,9,3,仙位9阶经验丹,5000,2500,1,86400,"{""item"",20074,1}"
20,21,TianNvXianQi,10,3,仙位进阶丹,16500,4950,20,86400,"{""item"",20010,165}"
20,22,TianNvXianQi,10,3,仙位进阶丹,11500,4600,20,86400,"{""item"",20010,115}"
21,0,TianNvHuaNian,1,3,花辇进阶丹,6000,1800,5,86400,"{""item"",20011,60}"
21,1,TianNvHuaNian,1,3,花辇进阶丹,4000,1600,1,86400,"{""item"",20011,40}"
21,2,TianNvHuaNian,1,3,花辇属性丹,8000,3200,1,86400,"{""item"",60043,1}"
21,3,TianNvHuaNian,4,3,花辇进阶丹,2200,660,5,86400,"{""item"",20011,22}"
21,4,TianNvHuaNian,4,3,花辇进阶丹,7200,2880,5,86400,"{""item"",20011,72}"
21,5,TianNvHuaNian,4,3,花辇属性丹,8000,3200,1,86400,"{""item"",60043,1}"
21,6,TianNvHuaNian,5,3,花辇进阶丹,4600,1380,5,86400,"{""item"",20011,46}"
21,7,TianNvHuaNian,5,3,花辇进阶丹,3000,1200,5,86400,"{""item"",20011,30}"
21,8,TianNvHuaNian,5,3,花辇属性丹,8000,3200,1,86400,"{""item"",60043,1}"
21,9,TianNvHuaNian,6,3,花辇进阶丹,8000,2400,10,86400,"{""item"",20011,80}"
21,10,TianNvHuaNian,6,3,花辇进阶丹,6000,2400,10,86400,"{""item"",20011,60}"
21,11,TianNvHuaNian,6,3,花辇6阶经验丹,5000,2500,1,86400,"{""item"",20076,1}"
21,12,TianNvHuaNian,7,3,花辇进阶丹,8000,2400,10,86400,"{""item"",20011,80}"
21,13,TianNvHuaNian,7,3,花辇进阶丹,6000,2400,10,86400,"{""item"",20011,60}"
21,14,TianNvHuaNian,7,3,花辇7阶经验丹,5000,2500,1,86400,"{""item"",20077,1}"
21,15,TianNvHuaNian,8,3,花辇进阶丹,8000,2400,10,86400,"{""item"",20011,80}"
21,16,TianNvHuaNian,8,3,花辇进阶丹,5500,2200,10,86400,"{""item"",20011,55}"
21,17,TianNvHuaNian,8,3,花辇8阶经验丹,5000,2500,1,86400,"{""item"",20078,1}"
21,18,TianNvHuaNian,9,3,花辇进阶丹,11500,3450,20,86400,"{""item"",20011,115}"
21,19,TianNvHuaNian,9,3,花辇进阶丹,8000,3200,20,86400,"{""item"",20011,80}"
21,20,TianNvHuaNian,9,3,花辇9阶经验丹,5000,2500,1,86400,"{""item"",20079,1}"
21,21,TianNvHuaNian,10,3,花辇进阶丹,16500,4950,20,86400,"{""item"",20011,165}"
21,22,TianNvHuaNian,10,3,花辇进阶丹,11500,4600,20,86400,"{""item"",20011,115}"
22,0,TianNvLingQi,1,3,灵气进阶丹,6000,1800,5,86400,"{""item"",20012,60}"
22,1,TianNvLingQi,1,3,灵气进阶丹,4000,1600,1,86400,"{""item"",20012,40}"
22,2,TianNvLingQi,1,3,灵气属性丹,8000,3200,1,86400,"{""item"",60044,1}"
22,3,TianNvLingQi,4,3,灵气进阶丹,2200,660,5,86400,"{""item"",20012,22}"
22,4,TianNvLingQi,4,3,灵气进阶丹,7200,2880,5,86400,"{""item"",20012,72}"
22,5,TianNvLingQi,4,3,灵气属性丹,8000,3200,1,86400,"{""item"",60044,1}"
22,6,TianNvLingQi,5,3,灵气进阶丹,4600,1380,5,86400,"{""item"",20012,46}"
22,7,TianNvLingQi,5,3,灵气进阶丹,3000,1200,5,86400,"{""item"",20012,30}"
22,8,TianNvLingQi,5,3,灵气属性丹,8000,3200,1,86400,"{""item"",60044,1}"
22,9,TianNvLingQi,6,3,灵气进阶丹,8000,2400,10,86400,"{""item"",20012,80}"
22,10,TianNvLingQi,6,3,灵气进阶丹,6000,2400,10,86400,"{""item"",20012,60}"
22,11,TianNvLingQi,6,3,灵气6阶经验丹,5000,2500,1,86400,"{""item"",20081,1}"
22,12,TianNvLingQi,7,3,灵气进阶丹,8000,2400,10,86400,"{""item"",20012,80}"
22,13,TianNvLingQi,7,3,灵气进阶丹,6000,2400,10,86400,"{""item"",20012,60}"
22,14,TianNvLingQi,7,3,灵气7阶经验丹,5000,2500,1,86400,"{""item"",20082,1}"
22,15,TianNvLingQi,8,3,灵气进阶丹,8000,2400,10,86400,"{""item"",20012,80}"
22,16,TianNvLingQi,8,3,灵气进阶丹,5500,2200,10,86400,"{""item"",20012,55}"
22,17,TianNvLingQi,8,3,灵气8阶经验丹,5000,2500,1,86400,"{""item"",20083,1}"
22,18,TianNvLingQi,9,3,灵气进阶丹,11500,3450,20,86400,"{""item"",20012,115}"
22,19,TianNvLingQi,9,3,灵气进阶丹,8000,3200,20,86400,"{""item"",20012,80}"
22,20,TianNvLingQi,9,3,灵气9阶经验丹,5000,2500,1,86400,"{""item"",20084,1}"
22,21,TianNvLingQi,10,3,灵气进阶丹,16500,4950,20,86400,"{""item"",20012,165}"
22,22,TianNvLingQi,10,3,灵气进阶丹,11500,4600,20,86400,"{""item"",20012,115}"
23,0,XianLvFaZhen,1,3,法阵进阶丹,7000,1400,5,86400,"{""item"",20005,70}"
23,1,XianLvFaZhen,1,3,法阵进阶丹,5000,1500,1,86400,"{""item"",20005,50}"
23,2,XianLvFaZhen,1,3,法阵技能书,2000,800,1,86400,"{""item"",30003,1}"
23,3,XianLvFaZhen,4,3,法阵进阶丹,2600,520,5,86400,"{""item"",20005,26}"
23,4,XianLvFaZhen,4,3,法阵进阶丹,9000,2700,5,86400,"{""item"",20005,90}"
23,5,XianLvFaZhen,4,3,法阵技能书,2000,800,1,86400,"{""item"",30003,1}"
23,6,XianLvFaZhen,5,3,法阵进阶丹,5400,1080,5,86400,"{""item"",20005,54}"
23,7,XianLvFaZhen,5,3,法阵进阶丹,3800,1140,5,86400,"{""item"",20005,38}"
23,8,XianLvFaZhen,5,3,法阵技能书,2000,800,1,86400,"{""item"",30003,1}"
23,9,XianLvFaZhen,6,3,法阵进阶丹,8000,1600,10,86400,"{""item"",20005,80}"
23,10,XianLvFaZhen,6,3,法阵进阶丹,6000,1800,10,86400,"{""item"",20005,60}"
23,11,XianLvFaZhen,6,3,法阵6阶经验丹,5000,2500,1,86400,"{""item"",20046,1}"
23,12,XianLvFaZhen,7,3,法阵进阶丹,8000,1600,10,86400,"{""item"",20005,80}"
23,13,XianLvFaZhen,7,3,法阵进阶丹,6000,1800,10,86400,"{""item"",20005,60}"
23,14,XianLvFaZhen,7,3,法阵7阶经验丹,5000,2500,1,86400,"{""item"",20047,1}"
23,15,XianLvFaZhen,8,3,法阵进阶丹,8000,1600,10,86400,"{""item"",20005,80}"
23,16,XianLvFaZhen,8,3,法阵进阶丹,5500,1650,10,86400,"{""item"",20005,55}"
23,17,XianLvFaZhen,8,3,法阵8阶经验丹,5000,2500,1,86400,"{""item"",20048,1}"
23,18,XianLvFaZhen,9,3,法阵进阶丹,11500,2300,20,86400,"{""item"",20005,115}"
23,19,XianLvFaZhen,9,3,法阵进阶丹,8000,2400,20,86400,"{""item"",20005,80}"
23,20,XianLvFaZhen,9,3,法阵9阶经验丹,5000,2500,1,86400,"{""item"",20049,1}"
23,21,XianLvFaZhen,10,3,法阵进阶丹,16500,3300,20,86400,"{""item"",20005,165}"
23,22,XianLvFaZhen,10,3,法阵进阶丹,11500,3450,20,86400,"{""item"",20005,115}"
24,0,XianLvXianWei,1,3,神位进阶丹,7000,1400,5,86400,"{""item"",20006,70}"
24,1,XianLvXianWei,1,3,神位进阶丹,5000,1500,1,86400,"{""item"",20006,50}"
24,2,XianLvXianWei,1,3,神位技能书,2000,800,1,86400,"{""item"",30004,1}"
24,3,XianLvXianWei,4,3,神位进阶丹,2600,520,5,86400,"{""item"",20006,26}"
24,4,XianLvXianWei,4,3,神位进阶丹,9000,2700,5,86400,"{""item"",20006,90}"
24,5,XianLvXianWei,4,3,神位技能书,2000,800,1,86400,"{""item"",30004,1}"
24,6,XianLvXianWei,5,3,神位进阶丹,5400,1080,5,86400,"{""item"",20006,54}"
24,7,XianLvXianWei,5,3,神位进阶丹,3800,1140,5,86400,"{""item"",20006,38}"
24,8,XianLvXianWei,5,3,神位技能书,2000,800,1,86400,"{""item"",30004,1}"
24,9,XianLvXianWei,6,3,神位进阶丹,8000,1600,10,86400,"{""item"",20006,80}"
24,10,XianLvXianWei,6,3,神位进阶丹,6000,1800,10,86400,"{""item"",20006,60}"
24,11,XianLvXianWei,6,3,神位6阶经验丹,5000,2500,1,86400,"{""item"",20051,1}"
24,12,XianLvXianWei,7,3,神位进阶丹,8000,1600,10,86400,"{""item"",20006,80}"
24,13,XianLvXianWei,7,3,神位进阶丹,6000,1800,10,86400,"{""item"",20006,60}"
24,14,XianLvXianWei,7,3,神位7阶经验丹,5000,2500,1,86400,"{""item"",20052,1}"
24,15,XianLvXianWei,8,3,神位进阶丹,8000,1600,10,86400,"{""item"",20006,80}"
24,16,XianLvXianWei,8,3,神位进阶丹,5500,1650,10,86400,"{""item"",20006,55}"
24,17,XianLvXianWei,8,3,神位8阶经验丹,5000,2500,1,86400,"{""item"",20053,1}"
24,18,XianLvXianWei,9,3,神位进阶丹,11500,2300,20,86400,"{""item"",20006,115}"
24,19,XianLvXianWei,9,3,神位进阶丹,8000,2400,20,86400,"{""item"",20006,80}"
24,20,XianLvXianWei,9,3,神位9阶经验丹,5000,2500,1,86400,"{""item"",20054,1}"
24,21,XianLvXianWei,10,3,神位进阶丹,16500,3300,20,86400,"{""item"",20006,165}"
24,22,XianLvXianWei,10,3,神位进阶丹,11500,3450,20,86400,"{""item"",20006,115}"
