entryId,名称,模型,名字颜色（1灰 2绿 3蓝 4紫 5金 6红）,类型(-1，分身半透明；-2，头顶；-3不透明),宠物半身像,怪物帮手提示对白,发招对白
158610,魑,100041,,,100041,,
158709,剑魂,100012,,,100012,,
158710,魑,100041,,,100041,,
158809,邪毒蜂,100018,,,100018,,
158810,招财猫,20035,,,20035,,
158909,冰火螳螂,100016,,,100016,,
158910,忠勇兔,20001,,,20001,,
159009,石狮,100007,,,100007,,
159010,粉红兔,20002,,,20002,,
159109,强盗,100002,,,100002,,
159110,冰龙,20030,,,20030,,
159209,白熊精,20015,,,20015,,
159210,鲨鱼精,20007,,,20007,,
159309,瞌睡蛇,100020,,,100020,,
159310,猿猴,20024,,,20024,,
159409,小乌龟,100001,,,100001,,
159410,白熊精,20015,,,20015,,
159509,跳跳鼠,100004,,,100004,,
159510,九尾狐,20016,,,20016,,
159609,蛮牛,100006,,,100006,,
159610,白象精,20029,,,20029,,
159709,小僵尸,100019,,,100019,,
159710,雷震子,17010,,,17010,,
159809,寒霜狼,100011,,,100011,,
159810,黑风老妖,20034,,,20034,,
159909,石巨人,100024,,,100024,,
159910,棕熊,20008,,,20008,,
160009,小乌龟,100001,,,100001,,
160010,熊猫,20021,,,20021,,
160109,蝶精灵,100010,,,100010,,
160110,熊猫,20021,,,20021,,
160209,小骷髅,100003,,,100003,,
160210,月光蝶,17001,,,17001,,
160309,异面怪,100009,,,100009,,
160310,晶魂,20018,,,20018,,
160409,蝶精灵,100010,,,100010,,
160410,桃花仙子,17003,,,17003,,
160509,蝶精灵,100010,,,100010,,
160510,粉红兔,20002,,,20002,,
160609,石狮,100007,,,100007,,
160610,棕熊,20008,,,20008,,
160709,石狮,100007,,,100007,,
160710,玄武,20042,,,20042,,
160809,山精,100029,,,100029,,
160810,龙象精,20028,,,20028,,
160909,小僵尸,100019,,,100019,,
160910,麒麟,20019,,,20019,,
161009,寒霜狼,100011,,,100011,,
161010,晶魂,20018,,,20018,,
161109,石狮,100007,,,100007,,
161110,九尾狐,20016,,,20016,,
161209,寒霜狼,100011,,,100011,,
161210,麒麟,20019,,,20019,,
161309,冰火螳螂,100016,,,100016,,
161310,雷震子,17010,,,17010,,
161409,蚌精,100005,,,100005,,
161410,深渊之龙,100039,,,100039,,
161509,蚌精,100005,,,100005,,
161510,忠勇兔,20001,,,20001,,
161609,白熊精,20015,,,20015,,
161610,忠勇兔,20001,,,20001,,
161709,巫龟,100022,,,100022,,
161710,朱雀,20039,,,20039,,
161809,五毒蝎,100021,,,100021,,
161810,业魔,20027,,,20027,,
161909,强盗,100002,,,100002,,
161910,麒麟,20019,,,20019,,
162009,白熊精,20015,,,20015,,
162010,深渊之龙,100039,,,100039,,
162109,蝶精灵,100010,,,100010,,
162110,酒仙,20036,,,20036,,
162209,冰火螳螂,100016,,,100016,,
162210,魑,100041,,,100041,,
162309,麟鹿,100015,,,100015,,
162310,百花仙子,17009,,,17009,,
162409,巫龟,100022,,,100022,,
162410,雷震子,17010,,,17010,,
162509,强盗,100002,,,100002,,
162510,多闻天王,17006,,,17006,,
162609,异面怪,100009,,,100009,,
162610,魑,100041,,,100041,,
162709,灵猴,100023,,,100023,,
162710,酒仙,20036,,,20036,,
162809,巫龟,100022,,,100022,,
162810,黑风老妖,20034,,,20034,,
162909,白熊精,20015,,,20015,,
162910,晶魂,20018,,,20018,,
163009,木鱼怪,100026,,,100026,,
163010,蟹精,20010,,,20010,,
163109,木鱼怪,100026,,,100026,,
163110,桃花仙子,17003,,,17003,,
163209,魔爪花,100025,,,100025,,
163210,云中子,100034,,,100034,,
163309,邪毒蜂,100018,,,100018,,
163310,流浪剑客,17005,,,17005,,
163409,灵猴,100023,,,100023,,
163410,青龙,20040,,,20040,,
163509,木鱼怪,100026,,,100026,,
163510,熊猫,20021,,,20021,,
163609,硬壳龟,100027,,,100027,,
163610,棕熊,20008,,,20008,,
163709,炎魔,100017,,,100017,,
163710,封蛇,20032,,,20032,,
163809,小骷髅,100003,,,100003,,
163810,火灵,20023,,,20023,,
163909,魔爪花,100025,,,100025,,
163910,龙象精,20028,,,20028,,
164009,魔爪花,100025,,,100025,,
164010,晶魂,20018,,,20018,,
164109,灵猴,100023,,,100023,,
164110,宠物剑邪,100030,,,100030,,
164209,蝶精灵,100010,,,100010,,
164210,黑水玄蛇,20022,,,20022,,
164309,五毒蝎,100021,,,100021,,
164310,黑风小妖,20020,,,20020,,
164409,五毒蝎,100021,,,100021,,
164410,龙象精,20028,,,20028,,
164509,巫龟,100022,,,100022,,
164510,猪刚鬣,20043,,,20043,,
164609,林妖,100014,,,100014,,
164610,剑侠兔,20031,,,20031,,
164709,麟鹿,100015,,,100015,,
164710,巨灵,20014,,,20014,,
164809,寒霜狼,100011,,,100011,,
164810,朱雀,20039,,,20039,,
164909,魔爪花,100025,,,100025,,
164910,巨灵,20014,,,20014,,
165009,灵猴,100023,,,100023,,
165010,虎力大仙,20044,,,20044,,
165109,蛮牛,100006,,,100006,,
165110,狻猊,20037,,,20037,,
165209,硬壳龟,100027,,,100027,,
165210,酒仙,20036,,,20036,,
165309,林妖,100014,,,100014,,
165310,巨灵,20014,,,20014,,
165409,强盗,100002,,,100002,,
165410,龙龟,20017,,,20017,,
165509,木鱼怪,100026,,,100026,,
165510,巨灵,20014,,,20014,,
165609,异面怪,100009,,,100009,,
165610,狐妖,20004,,,20004,,
165709,剑魂,100012,,,100012,,
165710,上官清,100031,,,100031,,
165809,利刃猿,100028,,,100028,,
165810,上官清,100031,,,100031,,
165909,五毒蝎,100021,,,100021,,
165910,白虎,20041,,,20041,,
166009,小骷髅,100003,,,100003,,
166010,多闻天王,17006,,,17006,,
166109,寒霜狼,100011,,,100011,,
166110,青龙,20040,,,20040,,
166209,小乌龟,100001,,,100001,,
166210,冰龙,20030,,,20030,,
166309,林妖,100014,,,100014,,
166310,虎力大仙,20044,,,20044,,
166409,寒霜狼,100011,,,100011,,
166410,狮驼,20046,,,20046,,
166509,白熊精,20015,,,20015,,
166510,剑侠兔,20031,,,20031,,
166609,白熊精,20015,,,20015,,
166610,地狱三头犬,20025,,,20025,,
166709,林妖,100014,,,100014,,
166710,火灵,20023,,,20023,,
166809,魔爪花,100025,,,100025,,
166810,地狱三头犬,20025,,,20025,,
166909,小乌龟,100001,,,100001,,
166910,深渊之龙,100039,,,100039,,
167009,山精,100029,,,100029,,
167010,巨灵,20014,,,20014,,
167109,炎魔,100017,,,100017,,
167110,雷震子,17010,,,17010,,
167209,山精,100029,,,100029,,
167210,招财猫,20035,,,20035,,
167309,硬壳龟,100027,,,100027,,
167310,龙象精,20028,,,20028,,
167409,石巨人,100024,,,100024,,
167410,地狱三头犬,20025,,,20025,,
167509,蛮牛,100006,,,100006,,
167510,狻猊,20037,,,20037,,
167609,麟鹿,100015,,,100015,,
167610,麒麟,20019,,,20019,,
167709,林妖,100014,,,100014,,
167710,上官清,100031,,,100031,,
167809,古树精,100013,,,100013,,
167810,水龙,20038,,,20038,,
167909,邪毒蜂,100018,,,100018,,
167910,黑风小妖,20020,,,20020,,
168009,邪毒蜂,100018,,,100018,,
168010,鲛人,20003,,,20003,,
168109,蝶精灵,100010,,,100010,,
168110,鲨鱼精,20007,,,20007,,
168209,小僵尸,100019,,,100019,,
168210,朱雀,20039,,,20039,,
168309,炎魔,100017,,,100017,,
168310,增长天王,17007,,,17007,,
168409,异面怪,100009,,,100009,,
168410,冰龙,20030,,,20030,,
168509,魔爪花,100025,,,100025,,
168510,魅,100040,,,100040,,
168609,瞌睡蛇,100020,,,100020,,
168610,封蛇,20032,,,20032,,
168709,跳跳鼠,100004,,,100004,,
168710,逸琼玄女,100032,,,100032,,
168809,蚌精,100005,,,100005,,
168810,忠勇兔,20001,,,20001,,
168909,魔爪花,100025,,,100025,,
168910,青龙,20040,,,20040,,
169009,巫龟,100022,,,100022,,
169010,鲛人,20003,,,20003,,
169109,山精,100029,,,100029,,
169110,多闻天王,17006,,,17006,,
169209,小乌龟,100001,,,100001,,
169210,封蛇,20032,,,20032,,
169309,炎魔,100017,,,100017,,
169310,鲛人,20003,,,20003,,
169409,石巨人,100024,,,100024,,
169410,鹿力大仙,20047,,,20047,,
169509,硬壳龟,100027,,,100027,,
169510,棕熊,20008,,,20008,,
169609,巫龟,100022,,,100022,,
169610,熊猫,20021,,,20021,,
169709,小乌龟,100001,,,100001,,
169710,酒仙,20036,,,20036,,
169809,炎魔,100017,,,100017,,
169810,九尾狐,20016,,,20016,,
169909,五毒蝎,100021,,,100021,,
169910,蟹精,20010,,,20010,,
170009,古树精,100013,,,100013,,
170010,剑侠兔,20031,,,20031,,
170109,瞌睡蛇,100020,,,100020,,
170110,鱼精,20005,,,20005,,
170209,山精,100029,,,100029,,
170210,雷震子,17010,,,17010,,
170309,硬壳龟,100027,,,100027,,
170310,地狱三头犬,20025,,,20025,,
170409,邪毒蜂,100018,,,100018,,
170410,百花仙子,17009,,,17009,,
170509,魔爪花,100025,,,100025,,
170510,百花仙子,17009,,,17009,,
170609,利刃猿,100028,,,100028,,
170610,重明鸟,20013,,,20013,,
170709,五毒蝎,100021,,,100021,,
170710,鲛人,20003,,,20003,,
170809,强盗,100002,,,100002,,
170810,猿猴,20024,,,20024,,
170909,魔爪花,100025,,,100025,,
170910,多闻天王,17006,,,17006,,
171009,小僵尸,100019,,,100019,,
171010,冰龙,20030,,,20030,,
171109,小乌龟,100001,,,100001,,
171110,炼丹童子,17002,,,17002,,
171209,蛮牛,100006,,,100006,,
171210,封蛇,20032,,,20032,,
171309,小乌龟,100001,,,100001,,
171310,阎罗王,17008,,,17008,,
171409,蝶精灵,100010,,,100010,,
171410,粉红兔,20002,,,20002,,
171509,麟鹿,100015,,,100015,,
171510,魑,100041,,,100041,,
171609,巫龟,100022,,,100022,,
171610,阎罗王,17008,,,17008,,
171709,五毒蝎,100021,,,100021,,
171710,魅,100040,,,100040,,
171809,小僵尸,100019,,,100019,,
171810,麒麟,20019,,,20019,,
171909,小乌龟,100001,,,100001,,
171910,黑风小妖,20020,,,20020,,
172009,麟鹿,100015,,,100015,,
172010,龙龟,20017,,,20017,,
172109,蚌精,100005,,,100005,,
172110,鱼精,20005,,,20005,,
172209,白熊精,20015,,,20015,,
172210,黑水玄蛇,20022,,,20022,,
172309,魔爪花,100025,,,100025,,
172310,云中子,100034,,,100034,,
172409,冰火螳螂,100016,,,100016,,
172410,剑灵,20006,,,20006,,
172509,山精,100029,,,100029,,
172510,靡籁,100036,,,100036,,
172609,林妖,100014,,,100014,,
172610,地狱三头犬,20025,,,20025,,
172709,利刃猿,100028,,,100028,,
172710,水龙,20038,,,20038,,
172809,异面怪,100009,,,100009,,
172810,招财猫,20035,,,20035,,
172909,石狮,100007,,,100007,,
172910,蓝巨人,20045,,,20045,,
173009,魔爪花,100025,,,100025,,
173010,白熊精,20015,,,20015,,
173109,魔爪花,100025,,,100025,,
173110,阎罗王,17008,,,17008,,
173209,古树精,100013,,,100013,,
173210,棕熊,20008,,,20008,,
173309,白熊精,20015,,,20015,,
173310,火灵,20023,,,20023,,
173409,麟鹿,100015,,,100015,,
173410,忠勇兔,20001,,,20001,,
173509,蛮牛,100006,,,100006,,
173510,桃花仙子,17003,,,17003,,
173609,小乌龟,100001,,,100001,,
173610,朱雀,20039,,,20039,,
173709,跳跳鼠,100004,,,100004,,
173710,粉红兔,20002,,,20002,,
173809,山精,100029,,,100029,,
173810,圣灵蝶,17004,,,17004,,
173909,强盗,100002,,,100002,,
173910,重明鸟,20013,,,20013,,
174009,古树精,100013,,,100013,,
174010,剑侠兔,20031,,,20031,,
174109,异面怪,100009,,,100009,,
174110,百花仙子,17009,,,17009,,
174209,木鱼怪,100026,,,100026,,
174210,鹿力大仙,20047,,,20047,,
174309,瞌睡蛇,100020,,,100020,,
174310,上官清,100031,,,100031,,
174409,炎魔,100017,,,100017,,
174410,鲛人,20003,,,20003,,
174509,小骷髅,100003,,,100003,,
174510,朱雀,20039,,,20039,,
174609,炎魔,100017,,,100017,,
174610,粉红兔,20002,,,20002,,
174709,强盗,100002,,,100002,,
174710,招财猫,20035,,,20035,,
174809,蛮牛,100006,,,100006,,
174810,上官清,100031,,,100031,,
174909,寒霜狼,100011,,,100011,,
174910,熊猫,20021,,,20021,,
175009,小乌龟,100001,,,100001,,
175010,魑,100041,,,100041,,
175109,炎魔,100017,,,100017,,
175110,剑邪,20012,,,20012,,
175209,山精,100029,,,100029,,
175210,黑风小妖,20020,,,20020,,
175309,硬壳龟,100027,,,100027,,
175310,穷奇,100038,,,100038,,
175409,古树精,100013,,,100013,,
175410,剑灵,20006,,,20006,,
175509,五毒蝎,100021,,,100021,,
175510,白熊精,20015,,,20015,,
175609,小乌龟,100001,,,100001,,
175610,流浪剑客,17005,,,17005,,
175709,跳跳鼠,100004,,,100004,,
175710,圣灵蝶,17004,,,17004,,
175809,冰火螳螂,100016,,,100016,,
175810,星魔,20026,,,20026,,
175909,小僵尸,100019,,,100019,,
175910,忠勇兔,20001,,,20001,,
176009,邪毒蜂,100018,,,100018,,
176010,晶魂,20018,,,20018,,
176109,寒霜狼,100011,,,100011,,
176110,虎力大仙,20044,,,20044,,
176209,五毒蝎,100021,,,100021,,
176210,蟹精,20010,,,20010,,
176309,冰火螳螂,100016,,,100016,,
176310,鲛人,20003,,,20003,,
176409,强盗,100002,,,100002,,
176410,黑风小妖,20020,,,20020,,
176509,白熊精,20015,,,20015,,
176510,蟹精,20010,,,20010,,
176609,跳跳鼠,100004,,,100004,,
176610,剑邪,20012,,,20012,,
176709,麟鹿,100015,,,100015,,
176710,靡籁,100036,,,100036,,
176809,瞌睡蛇,100020,,,100020,,
176810,鬼武者,20033,,,20033,,
176909,炎魔,100017,,,100017,,
176910,狮驼,20046,,,20046,,
177009,邪毒蜂,100018,,,100018,,
177010,逸琼玄女,100032,,,100032,,
177109,魔爪花,100025,,,100025,,
177110,白象精,20029,,,20029,,
177209,小骷髅,100003,,,100003,,
177210,狐妖,20004,,,20004,,
177309,蚌精,100005,,,100005,,
177310,剑灵,20006,,,20006,,
177409,石巨人,100024,,,100024,,
177410,蟹精,20010,,,20010,,
177509,寒霜狼,100011,,,100011,,
177510,玄武,20042,,,20042,,
177609,山精,100029,,,100029,,
177610,熊猫,20021,,,20021,,
177709,木鱼怪,100026,,,100026,,
177710,火灵,20023,,,20023,,
177809,寒霜狼,100011,,,100011,,
177810,上官清,100031,,,100031,,
177909,蛮牛,100006,,,100006,,
177910,增长天王,17007,,,17007,,
178009,小骷髅,100003,,,100003,,
178010,巨灵,20014,,,20014,,
178109,白熊精,20015,,,20015,,
178110,雷震子,17010,,,17010,,
178209,小僵尸,100019,,,100019,,
178210,猪刚鬣,20043,,,20043,,
178309,石巨人,100024,,,100024,,
178310,靡籁,100036,,,100036,,
178409,林妖,100014,,,100014,,
178410,深渊之龙,100039,,,100039,,
178509,蚌精,100005,,,100005,,
178510,蟹精,20010,,,20010,,
178609,石巨人,100024,,,100024,,
178610,上官清,100031,,,100031,,
178709,麟鹿,100015,,,100015,,
178710,鬼武者,20033,,,20033,,
178809,跳跳鼠,100004,,,100004,,
178810,鬼武者,20033,,,20033,,
178909,寒霜狼,100011,,,100011,,
178910,青龙,20040,,,20040,,
179009,小乌龟,100001,,,100001,,
179010,黑风老妖,20034,,,20034,,
179109,小僵尸,100019,,,100019,,
179110,白熊精,20015,,,20015,,
179209,蚌精,100005,,,100005,,
179210,鬼武者,20033,,,20033,,
179309,跳跳鼠,100004,,,100004,,
179310,黑风老妖,20034,,,20034,,
179409,瞌睡蛇,100020,,,100020,,
179410,鲨鱼精,20007,,,20007,,
179509,小乌龟,100001,,,100001,,
179510,上官清,100031,,,100031,,
179609,邪毒蜂,100018,,,100018,,
179610,剑侠兔,20031,,,20031,,
179709,寒霜狼,100011,,,100011,,
179710,粉红兔,20002,,,20002,,
179809,邪毒蜂,100018,,,100018,,
179810,狮驼,20046,,,20046,,
179909,林妖,100014,,,100014,,
179910,靡籁,100036,,,100036,,
180009,麟鹿,100015,,,100015,,
180010,鬼武者,20033,,,20033,,
180109,巫龟,100022,,,100022,,
180110,熊精,20009,,,20009,,
180209,木鱼怪,100026,,,100026,,
180210,猪刚鬣,20043,,,20043,,
180309,山精,100029,,,100029,,
180310,黑风老妖,20034,,,20034,,
180409,蝶精灵,100010,,,100010,,
180410,忠勇兔,20001,,,20001,,
180509,强盗,100002,,,100002,,
180510,蟹精,20010,,,20010,,
180609,寒霜狼,100011,,,100011,,
180610,靡籁,100036,,,100036,,
180709,小骷髅,100003,,,100003,,
180710,黑风老妖,20034,,,20034,,
180809,蝶精灵,100010,,,100010,,
180810,晶魂,20018,,,20018,,
180909,石狮,100007,,,100007,,
180910,招财猫,20035,,,20035,,
181009,瞌睡蛇,100020,,,100020,,
181010,棕熊,20008,,,20008,,
181109,剑魂,100012,,,100012,,
181110,逸琼玄女,100032,,,100032,,
181209,五毒蝎,100021,,,100021,,
181210,地狱三头犬,20025,,,20025,,
181309,邪毒蜂,100018,,,100018,,
181310,鲨鱼精,20007,,,20007,,
181409,强盗,100002,,,100002,,
181410,地狱三头犬,20025,,,20025,,
181509,剑魂,100012,,,100012,,
181510,剑灵,20006,,,20006,,
181609,巫龟,100022,,,100022,,
181610,鹿力大仙,20047,,,20047,,
181709,白熊精,20015,,,20015,,
181710,火灵,20023,,,20023,,
181809,剑魂,100012,,,100012,,
181810,鹿力大仙,20047,,,20047,,
181909,异面怪,100009,,,100009,,
181910,狐妖,20004,,,20004,,
182009,木鱼怪,100026,,,100026,,
182010,招财猫,20035,,,20035,,
182109,石巨人,100024,,,100024,,
182110,冰龙,20030,,,20030,,
182209,木鱼怪,100026,,,100026,,
182210,地狱三头犬,20025,,,20025,,
182309,剑魂,100012,,,100012,,
182310,火灵,20023,,,20023,,
182409,古树精,100013,,,100013,,
182410,棕熊,20008,,,20008,,
182509,五毒蝎,100021,,,100021,,
182510,白象精,20029,,,20029,,
182609,强盗,100002,,,100002,,
182610,炼丹童子,17002,,,17002,,
182709,小骷髅,100003,,,100003,,
182710,炼丹童子,17002,,,17002,,
182809,灵猴,100023,,,100023,,
182810,地狱三头犬,20025,,,20025,,
182909,林妖,100014,,,100014,,
182910,穷奇,100038,,,100038,,
183009,炎魔,100017,,,100017,,
183010,鱼精,20005,,,20005,,
183109,蚌精,100005,,,100005,,
183110,白象精,20029,,,20029,,
183209,麟鹿,100015,,,100015,,
183210,虎力大仙,20044,,,20044,,
183309,异面怪,100009,,,100009,,
183310,黑风老妖,20034,,,20034,,
183409,冰火螳螂,100016,,,100016,,
183410,上官清,100031,,,100031,,
183509,强盗,100002,,,100002,,
183510,水龙,20038,,,20038,,
183609,炎魔,100017,,,100017,,
183610,黑风小妖,20020,,,20020,,
183709,石巨人,100024,,,100024,,
183710,剑灵,20006,,,20006,,
183809,石狮,100007,,,100007,,
183810,百花仙子,17009,,,17009,,
183909,强盗,100002,,,100002,,
183910,剑邪,20012,,,20012,,
184009,利刃猿,100028,,,100028,,
184010,棕熊,20008,,,20008,,
184109,冰火螳螂,100016,,,100016,,
184110,雷震子,17010,,,17010,,
184209,炎魔,100017,,,100017,,
184210,猪刚鬣,20043,,,20043,,
184309,寒霜狼,100011,,,100011,,
184310,巨灵,20014,,,20014,,
184409,邪毒蜂,100018,,,100018,,
184410,猿猴,20024,,,20024,,
184509,木鱼怪,100026,,,100026,,
184510,桃花仙子,17003,,,17003,,
184609,蝶精灵,100010,,,100010,,
184610,剑灵,20006,,,20006,,
184709,强盗,100002,,,100002,,
184710,狐妖,20004,,,20004,,
184809,魔爪花,100025,,,100025,,
184810,圣灵蝶,17004,,,17004,,
184909,白熊精,20015,,,20015,,
184910,冰龙,20030,,,20030,,
185009,小僵尸,100019,,,100019,,
185010,云中子,100034,,,100034,,
185109,灵猴,100023,,,100023,,
185110,白虎,20041,,,20041,,
185209,硬壳龟,100027,,,100027,,
185210,雷震子,17010,,,17010,,
185309,蚌精,100005,,,100005,,
185310,鹿力大仙,20047,,,20047,,
185409,石狮,100007,,,100007,,
185410,狻猊,20037,,,20037,,
185509,剑魂,100012,,,100012,,
185510,狐妖,20004,,,20004,,
185609,小僵尸,100019,,,100019,,
185610,穷奇,100038,,,100038,,
185709,灵猴,100023,,,100023,,
185710,龙龟,20017,,,20017,,
185809,蛮牛,100006,,,100006,,
185810,龙象精,20028,,,20028,,
185909,古树精,100013,,,100013,,
185910,青龙,20040,,,20040,,
186009,利刃猿,100028,,,100028,,
186010,宠物剑邪,100030,,,100030,,
186109,炎魔,100017,,,100017,,
186110,招财猫,20035,,,20035,,
186209,强盗,100002,,,100002,,
186210,上官清,100031,,,100031,,
186309,五毒蝎,100021,,,100021,,
186310,麒麟,20019,,,20019,,
186409,白熊精,20015,,,20015,,
186410,流浪剑客,17005,,,17005,,
186509,蝶精灵,100010,,,100010,,
186510,剑灵,20006,,,20006,,
186609,蚌精,100005,,,100005,,
186610,炼丹童子,17002,,,17002,,
186709,跳跳鼠,100004,,,100004,,
186710,晶魂,20018,,,20018,,
186809,魔爪花,100025,,,100025,,
186810,玄武,20042,,,20042,,
186909,木鱼怪,100026,,,100026,,
186910,剑侠兔,20031,,,20031,,
187009,蛮牛,100006,,,100006,,
187010,宠物剑邪,100030,,,100030,,
187109,石狮,100007,,,100007,,
187110,麒麟,20019,,,20019,,
187209,巫龟,100022,,,100022,,
187210,粉红兔,20002,,,20002,,
187309,巫龟,100022,,,100022,,
187310,流浪剑客,17005,,,17005,,
187409,木鱼怪,100026,,,100026,,
187410,鲛人,20003,,,20003,,
187509,灵猴,100023,,,100023,,
187510,狻猊,20037,,,20037,,
187609,剑魂,100012,,,100012,,
187610,星魔,20026,,,20026,,
187709,蚌精,100005,,,100005,,
187710,黑水玄蛇,20022,,,20022,,
187809,蛮牛,100006,,,100006,,
187810,青龙,20040,,,20040,,
187909,石狮,100007,,,100007,,
187910,剑灵,20006,,,20006,,
188009,林妖,100014,,,100014,,
188010,猪刚鬣,20043,,,20043,,
188109,麟鹿,100015,,,100015,,
188110,蓝巨人,20045,,,20045,,
188209,木鱼怪,100026,,,100026,,
188210,蓝巨人,20045,,,20045,,
188309,邪毒蜂,100018,,,100018,,
188310,晶魂,20018,,,20018,,
188409,灵猴,100023,,,100023,,
188410,猪刚鬣,20043,,,20043,,
188509,石狮,100007,,,100007,,
188510,月光蝶,17001,,,17001,,
188609,白熊精,20015,,,20015,,
188610,地狱三头犬,20025,,,20025,,
188709,小僵尸,100019,,,100019,,
188710,白熊精,20015,,,20015,,
188809,异面怪,100009,,,100009,,
188810,黑风小妖,20020,,,20020,,
188909,利刃猿,100028,,,100028,,
188910,靡籁,100036,,,100036,,
189009,寒霜狼,100011,,,100011,,
189010,靡籁,100036,,,100036,,
189109,蛮牛,100006,,,100006,,
189110,逸琼玄女,100032,,,100032,,
189209,跳跳鼠,100004,,,100004,,
189210,鱼精,20005,,,20005,,
189309,石巨人,100024,,,100024,,
189310,玉冥真人,100033,,,100033,,
189409,山精,100029,,,100029,,
189410,炼丹童子,17002,,,17002,,
189509,小僵尸,100019,,,100019,,
189510,星魔,20026,,,20026,,
189609,蝶精灵,100010,,,100010,,
189610,逸琼玄女,100032,,,100032,,
189709,瞌睡蛇,100020,,,100020,,
189710,靡籁,100036,,,100036,,
189809,白熊精,20015,,,20015,,
189810,地狱三头犬,20025,,,20025,,
189909,瞌睡蛇,100020,,,100020,,
189910,冰龙,20030,,,20030,,
190009,石巨人,100024,,,100024,,
190010,蟹精,20010,,,20010,,
190109,木鱼怪,100026,,,100026,,
190110,炼丹童子,17002,,,17002,,
190209,蝶精灵,100010,,,100010,,
190210,宠物剑邪,100030,,,100030,,
190309,林妖,100014,,,100014,,
190310,穷奇,100038,,,100038,,
190409,五毒蝎,100021,,,100021,,
190410,阎罗王,17008,,,17008,,
190509,小骷髅,100003,,,100003,,
190510,炼丹童子,17002,,,17002,,
190609,巫龟,100022,,,100022,,
190610,宠物剑邪,100030,,,100030,,
190709,麟鹿,100015,,,100015,,
190710,深渊之龙,100039,,,100039,,
190809,石巨人,100024,,,100024,,
190810,巨灵,20014,,,20014,,
190909,寒霜狼,100011,,,100011,,
190910,黑风小妖,20020,,,20020,,
191009,强盗,100002,,,100002,,
191010,黑水玄蛇,20022,,,20022,,
191109,强盗,100002,,,100002,,
191110,穷奇,100038,,,100038,,
191209,石狮,100007,,,100007,,
191210,深渊之龙,100039,,,100039,,
191309,蚌精,100005,,,100005,,
191310,桃花仙子,17003,,,17003,,
191409,强盗,100002,,,100002,,
191410,百花仙子,17009,,,17009,,
191509,石狮,100007,,,100007,,
191510,蓝巨人,20045,,,20045,,
191609,石巨人,100024,,,100024,,
191610,地狱三头犬,20025,,,20025,,
191709,硬壳龟,100027,,,100027,,
191710,逸琼玄女,100032,,,100032,,
191809,跳跳鼠,100004,,,100004,,
191810,玉冥真人,100033,,,100033,,
191909,跳跳鼠,100004,,,100004,,
191910,白象精,20029,,,20029,,
192009,剑魂,100012,,,100012,,
192010,地狱三头犬,20025,,,20025,,
192109,巫龟,100022,,,100022,,
192110,玉冥真人,100033,,,100033,,
192209,蚌精,100005,,,100005,,
192210,魅,100040,,,100040,,
192309,强盗,100002,,,100002,,
192310,剑邪,20012,,,20012,,
192409,强盗,100002,,,100002,,
192410,炼丹童子,17002,,,17002,,
192509,巫龟,100022,,,100022,,
192510,雷震子,17010,,,17010,,
192609,五毒蝎,100021,,,100021,,
192610,炼丹童子,17002,,,17002,,
192709,跳跳鼠,100004,,,100004,,
192710,上官清,100031,,,100031,,
192809,跳跳鼠,100004,,,100004,,
192810,多闻天王,17006,,,17006,,
192909,白熊精,20015,,,20015,,
192910,狮驼,20046,,,20046,,
193009,小乌龟,100001,,,100001,,
193010,鬼武者,20033,,,20033,,
193109,小乌龟,100001,,,100001,,
193110,棕熊,20008,,,20008,,
193209,利刃猿,100028,,,100028,,
193210,增长天王,17007,,,17007,,
193309,山精,100029,,,100029,,
193310,宠物剑邪,100030,,,100030,,
193409,瞌睡蛇,100020,,,100020,,
193410,蟹精,20010,,,20010,,
193509,白熊精,20015,,,20015,,
193510,虎力大仙,20044,,,20044,,
193609,硬壳龟,100027,,,100027,,
193610,玄武,20042,,,20042,,
193709,异面怪,100009,,,100009,,
193710,招财猫,20035,,,20035,,
193809,冰火螳螂,100016,,,100016,,
193810,猿猴,20024,,,20024,,
193909,石巨人,100024,,,100024,,
193910,地狱三头犬,20025,,,20025,,
194009,蚌精,100005,,,100005,,
194010,冰龙,20030,,,20030,,
194109,强盗,100002,,,100002,,
194110,熊猫,20021,,,20021,,
194209,邪毒蜂,100018,,,100018,,
194210,圣灵蝶,17004,,,17004,,
194309,石巨人,100024,,,100024,,
194310,青龙,20040,,,20040,,
194409,巫龟,100022,,,100022,,
194410,白熊精,20015,,,20015,,
194509,木鱼怪,100026,,,100026,,
194510,水龙,20038,,,20038,,
194609,瞌睡蛇,100020,,,100020,,
194610,猪刚鬣,20043,,,20043,,
194709,强盗,100002,,,100002,,
194710,粉红兔,20002,,,20002,,
194809,五毒蝎,100021,,,100021,,
194810,阎罗王,17008,,,17008,,
194909,小骷髅,100003,,,100003,,
194910,熊精,20009,,,20009,,
195009,小骷髅,100003,,,100003,,
195010,酒仙,20036,,,20036,,
195109,小僵尸,100019,,,100019,,
195110,冰龙,20030,,,20030,,
195209,跳跳鼠,100004,,,100004,,
195210,龙龟,20017,,,20017,,
195309,石狮,100007,,,100007,,
195310,穷奇,100038,,,100038,,
195409,炎魔,100017,,,100017,,
195410,靡籁,100036,,,100036,,
195509,瞌睡蛇,100020,,,100020,,
195510,巨灵,20014,,,20014,,
195609,石巨人,100024,,,100024,,
195610,月光蝶,17001,,,17001,,
195709,山精,100029,,,100029,,
