关卡ID,章节id,名称,怪物库,难度,需要玩家等级,经验奖励,关卡等级,遇多少次怪,掉落装备,,掉落库,三星通关时间,星级奖励,体力消耗,指定部下增加血量或怒气,增加奧義能量,关卡礼包npcEntryId,礼包有效期,容错,掉落神魂(3:level 4:exp)
1529,1053,乌鸡国5-9,"[2]=152909,[3]=152909,[4]=152909,[5]=152909,[6]=152909,[8]=152909,[9]=152909,[10]=152910,[11]=152909,[12]=152909",0,110,5865000,110,3,,,,120,,0,,,,,0,
1530,1053,乌鸡国5-10,"[2]=153009,[3]=153009,[4]=153009,[5]=153009,[6]=153009,[8]=153009,[9]=153009,[10]=153010,[11]=153009,[12]=153009",0,110,5865000,110,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1531,1054,乌鸡国6-1,"[2]=153109,[3]=153109,[4]=153109,[5]=153109,[6]=153109,[8]=153109,[9]=153109,[10]=153110,[11]=153109,[12]=153109",0,110,5865000,110,3,,,,120,,0,,,,,0,
1532,1054,乌鸡国6-2,"[2]=153209,[3]=153209,[4]=153209,[5]=153209,[6]=153209,[8]=153209,[9]=153209,[10]=153210,[11]=153209,[12]=153209",0,110,5865000,110,3,,,,120,,0,,,,,0,
1533,1054,乌鸡国6-3,"[2]=153309,[3]=153309,[4]=153309,[5]=153309,[6]=153309,[8]=153309,[9]=153309,[10]=153310,[11]=153309,[12]=153309",0,110,5865000,110,3,,,,120,,0,,,,,0,
1534,1054,乌鸡国6-4,"[2]=153409,[3]=153409,[4]=153409,[5]=153409,[6]=153409,[8]=153409,[9]=153409,[10]=153410,[11]=153409,[12]=153409",0,110,5865000,110,3,,,,120,,0,,,,,0,
1535,1054,乌鸡国6-5,"[2]=153509,[3]=153509,[4]=153509,[5]=153509,[6]=153509,[8]=153509,[9]=153509,[10]=153510,[11]=153509,[12]=153509",0,110,5865000,110,3,,,,120,,0,,,,,0,
1536,1054,乌鸡国6-6,"[2]=153609,[3]=153609,[4]=153609,[5]=153609,[6]=153609,[8]=153609,[9]=153609,[10]=153610,[11]=153609,[12]=153609",0,110,5865000,110,3,,,,120,,0,,,,,0,
1537,1054,乌鸡国6-7,"[2]=153709,[3]=153709,[4]=153709,[5]=153709,[6]=153709,[8]=153709,[9]=153709,[10]=153710,[11]=153709,[12]=153709",0,110,5865000,110,3,,,,120,,0,,,,,0,
1538,1054,乌鸡国6-8,"[2]=153809,[3]=153809,[4]=153809,[5]=153809,[6]=153809,[8]=153809,[9]=153809,[10]=153810,[11]=153809,[12]=153809",0,110,5865000,110,3,,,,120,,0,,,,,0,
1539,1054,乌鸡国6-9,"[2]=153909,[3]=153909,[4]=153909,[5]=153909,[6]=153909,[8]=153909,[9]=153909,[10]=153910,[11]=153909,[12]=153909",0,110,5865000,110,3,,,,120,,0,,,,,0,
1540,1054,乌鸡国6-10,"[2]=154009,[3]=154009,[4]=154009,[5]=154009,[6]=154009,[8]=154009,[9]=154009,[10]=154010,[11]=154009,[12]=154009",0,110,5865000,110,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1541,1055,乌鸡国7-1,"[2]=154109,[3]=154109,[4]=154109,[5]=154109,[6]=154109,[8]=154109,[9]=154109,[10]=154110,[11]=154109,[12]=154109",0,110,5865000,110,3,,,,120,,0,,,,,0,
1542,1055,乌鸡国7-2,"[2]=154209,[3]=154209,[4]=154209,[5]=154209,[6]=154209,[8]=154209,[9]=154209,[10]=154210,[11]=154209,[12]=154209",0,110,5865000,110,3,,,,120,,0,,,,,0,
1543,1055,乌鸡国7-3,"[2]=154309,[3]=154309,[4]=154309,[5]=154309,[6]=154309,[8]=154309,[9]=154309,[10]=154310,[11]=154309,[12]=154309",0,110,5865000,110,3,,,,120,,0,,,,,0,
1544,1055,乌鸡国7-4,"[2]=154409,[3]=154409,[4]=154409,[5]=154409,[6]=154409,[8]=154409,[9]=154409,[10]=154410,[11]=154409,[12]=154409",0,110,5865000,110,3,,,,120,,0,,,,,0,
1545,1055,乌鸡国7-5,"[2]=154509,[3]=154509,[4]=154509,[5]=154509,[6]=154509,[8]=154509,[9]=154509,[10]=154510,[11]=154509,[12]=154509",0,110,5865000,110,3,,,,120,,0,,,,,0,
1546,1055,乌鸡国7-6,"[2]=154609,[3]=154609,[4]=154609,[5]=154609,[6]=154609,[8]=154609,[9]=154609,[10]=154610,[11]=154609,[12]=154609",0,110,5865000,110,3,,,,120,,0,,,,,0,
1547,1055,乌鸡国7-7,"[2]=154709,[3]=154709,[4]=154709,[5]=154709,[6]=154709,[8]=154709,[9]=154709,[10]=154710,[11]=154709,[12]=154709",0,110,5865000,110,3,,,,120,,0,,,,,0,
1548,1055,乌鸡国7-8,"[2]=154809,[3]=154809,[4]=154809,[5]=154809,[6]=154809,[8]=154809,[9]=154809,[10]=154810,[11]=154809,[12]=154809",0,110,5865000,110,3,,,,120,,0,,,,,0,
1549,1055,乌鸡国7-9,"[2]=154909,[3]=154909,[4]=154909,[5]=154909,[6]=154909,[8]=154909,[9]=154909,[10]=154910,[11]=154909,[12]=154909",0,110,5865000,110,3,,,,120,,0,,,,,0,
1550,1055,乌鸡国7-10,"[2]=155009,[3]=155009,[4]=155009,[5]=155009,[6]=155009,[8]=155009,[9]=155009,[10]=155010,[11]=155009,[12]=155009",0,110,5865000,110,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1551,1056,乌鸡国8-1,"[2]=155109,[3]=155109,[4]=155109,[5]=155109,[6]=155109,[8]=155109,[9]=155109,[10]=155110,[11]=155109,[12]=155109",0,110,5865000,110,3,,,,120,,0,,,,,0,
1552,1056,乌鸡国8-2,"[2]=155209,[3]=155209,[4]=155209,[5]=155209,[6]=155209,[8]=155209,[9]=155209,[10]=155210,[11]=155209,[12]=155209",0,110,5865000,110,3,,,,120,,0,,,,,0,
1553,1056,乌鸡国8-3,"[2]=155309,[3]=155309,[4]=155309,[5]=155309,[6]=155309,[8]=155309,[9]=155309,[10]=155310,[11]=155309,[12]=155309",0,110,5865000,110,3,,,,120,,0,,,,,0,
1554,1056,乌鸡国8-4,"[2]=155409,[3]=155409,[4]=155409,[5]=155409,[6]=155409,[8]=155409,[9]=155409,[10]=155410,[11]=155409,[12]=155409",0,110,5865000,110,3,,,,120,,0,,,,,0,
1555,1056,乌鸡国8-5,"[2]=155509,[3]=155509,[4]=155509,[5]=155509,[6]=155509,[8]=155509,[9]=155509,[10]=155510,[11]=155509,[12]=155509",0,110,5865000,110,3,,,,120,,0,,,,,0,
1556,1056,乌鸡国8-6,"[2]=155609,[3]=155609,[4]=155609,[5]=155609,[6]=155609,[8]=155609,[9]=155609,[10]=155610,[11]=155609,[12]=155609",0,110,5865000,110,3,,,,120,,0,,,,,0,
1557,1056,乌鸡国8-7,"[2]=155709,[3]=155709,[4]=155709,[5]=155709,[6]=155709,[8]=155709,[9]=155709,[10]=155710,[11]=155709,[12]=155709",0,110,5865000,110,3,,,,120,,0,,,,,0,
1558,1056,乌鸡国8-8,"[2]=155809,[3]=155809,[4]=155809,[5]=155809,[6]=155809,[8]=155809,[9]=155809,[10]=155810,[11]=155809,[12]=155809",0,110,5865000,110,3,,,,120,,0,,,,,0,
1559,1056,乌鸡国8-9,"[2]=155909,[3]=155909,[4]=155909,[5]=155909,[6]=155909,[8]=155909,[9]=155909,[10]=155910,[11]=155909,[12]=155909",0,110,5865000,110,3,,,,120,,0,,,,,0,
1560,1056,乌鸡国8-10,"[2]=156009,[3]=156009,[4]=156009,[5]=156009,[6]=156009,[8]=156009,[9]=156009,[10]=156010,[11]=156009,[12]=156009",0,110,5865000,110,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1561,1057,乌鸡国9-1,"[2]=156109,[3]=156109,[4]=156109,[5]=156109,[6]=156109,[8]=156109,[9]=156109,[10]=156110,[11]=156109,[12]=156109",0,110,5865000,110,3,,,,120,,0,,,,,0,
1562,1057,乌鸡国9-2,"[2]=156209,[3]=156209,[4]=156209,[5]=156209,[6]=156209,[8]=156209,[9]=156209,[10]=156210,[11]=156209,[12]=156209",0,110,5865000,110,3,,,,120,,0,,,,,0,
1563,1057,乌鸡国9-3,"[2]=156309,[3]=156309,[4]=156309,[5]=156309,[6]=156309,[8]=156309,[9]=156309,[10]=156310,[11]=156309,[12]=156309",0,110,5865000,110,3,,,,120,,0,,,,,0,
1564,1057,乌鸡国9-4,"[2]=156409,[3]=156409,[4]=156409,[5]=156409,[6]=156409,[8]=156409,[9]=156409,[10]=156410,[11]=156409,[12]=156409",0,110,5865000,110,3,,,,120,,0,,,,,0,
1565,1057,乌鸡国9-5,"[2]=156509,[3]=156509,[4]=156509,[5]=156509,[6]=156509,[8]=156509,[9]=156509,[10]=156510,[11]=156509,[12]=156509",0,110,5865000,110,3,,,,120,,0,,,,,0,
1566,1057,乌鸡国9-6,"[2]=156609,[3]=156609,[4]=156609,[5]=156609,[6]=156609,[8]=156609,[9]=156609,[10]=156610,[11]=156609,[12]=156609",0,110,5865000,110,3,,,,120,,0,,,,,0,
1567,1057,乌鸡国9-7,"[2]=156709,[3]=156709,[4]=156709,[5]=156709,[6]=156709,[8]=156709,[9]=156709,[10]=156710,[11]=156709,[12]=156709",0,110,5865000,110,3,,,,120,,0,,,,,0,
1568,1057,乌鸡国9-8,"[2]=156809,[3]=156809,[4]=156809,[5]=156809,[6]=156809,[8]=156809,[9]=156809,[10]=156810,[11]=156809,[12]=156809",0,110,5865000,110,3,,,,120,,0,,,,,0,
1569,1057,乌鸡国9-9,"[2]=156909,[3]=156909,[4]=156909,[5]=156909,[6]=156909,[8]=156909,[9]=156909,[10]=156910,[11]=156909,[12]=156909",0,110,5865000,110,3,,,,120,,0,,,,,0,
1570,1057,乌鸡国9-10,"[2]=157009,[3]=157009,[4]=157009,[5]=157009,[6]=157009,[8]=157009,[9]=157009,[10]=157010,[11]=157009,[12]=157009",0,110,5865000,110,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1571,1058,乌鸡国10-1,"[2]=157109,[3]=157109,[4]=157109,[5]=157109,[6]=157109,[8]=157109,[9]=157109,[10]=157110,[11]=157109,[12]=157109",0,110,5865000,110,3,,,,120,,0,,,,,0,
1572,1058,乌鸡国10-2,"[2]=157209,[3]=157209,[4]=157209,[5]=157209,[6]=157209,[8]=157209,[9]=157209,[10]=157210,[11]=157209,[12]=157209",0,110,5865000,110,3,,,,120,,0,,,,,0,
1573,1058,乌鸡国10-3,"[2]=157309,[3]=157309,[4]=157309,[5]=157309,[6]=157309,[8]=157309,[9]=157309,[10]=157310,[11]=157309,[12]=157309",0,110,5865000,110,3,,,,120,,0,,,,,0,
1574,1058,乌鸡国10-4,"[2]=157409,[3]=157409,[4]=157409,[5]=157409,[6]=157409,[8]=157409,[9]=157409,[10]=157410,[11]=157409,[12]=157409",0,110,5865000,110,3,,,,120,,0,,,,,0,
1575,1058,乌鸡国10-5,"[2]=157509,[3]=157509,[4]=157509,[5]=157509,[6]=157509,[8]=157509,[9]=157509,[10]=157510,[11]=157509,[12]=157509",0,110,5865000,110,3,,,,120,,0,,,,,0,
1576,1058,乌鸡国10-6,"[2]=157609,[3]=157609,[4]=157609,[5]=157609,[6]=157609,[8]=157609,[9]=157609,[10]=157610,[11]=157609,[12]=157609",0,110,5865000,110,3,,,,120,,0,,,,,0,
1577,1058,乌鸡国10-7,"[2]=157709,[3]=157709,[4]=157709,[5]=157709,[6]=157709,[8]=157709,[9]=157709,[10]=157710,[11]=157709,[12]=157709",0,110,5865000,110,3,,,,120,,0,,,,,0,
1578,1058,乌鸡国10-8,"[2]=157809,[3]=157809,[4]=157809,[5]=157809,[6]=157809,[8]=157809,[9]=157809,[10]=157810,[11]=157809,[12]=157809",0,110,5865000,110,3,,,,120,,0,,,,,0,
1579,1058,乌鸡国10-9,"[2]=157909,[3]=157909,[4]=157909,[5]=157909,[6]=157909,[8]=157909,[9]=157909,[10]=157910,[11]=157909,[12]=157909",0,110,5865000,110,3,,,,120,,0,,,,,0,
1580,1058,乌鸡国10-10,"[2]=158009,[3]=158009,[4]=158009,[5]=158009,[6]=158009,[8]=158009,[9]=158009,[10]=158010,[11]=158009,[12]=158009",0,110,5865000,110,3,,,,120,,0,,,"{""item"",60012,15}",,0,"{""shenhun"",70012,1,0,0,3}"
1581,1059,火云洞1-1,"[2]=158109,[3]=158109,[4]=158109,[5]=158109,[6]=158109,[8]=158109,[9]=158109,[10]=158110,[11]=158109,[12]=158109",0,120,6366000,120,3,,,,120,,0,,,,,0,
1582,1059,火云洞1-2,"[2]=158209,[3]=158209,[4]=158209,[5]=158209,[6]=158209,[8]=158209,[9]=158209,[10]=158210,[11]=158209,[12]=158209",0,120,6366000,120,3,,,,120,,0,,,,,0,
1583,1059,火云洞1-3,"[2]=158309,[3]=158309,[4]=158309,[5]=158309,[6]=158309,[8]=158309,[9]=158309,[10]=158310,[11]=158309,[12]=158309",0,120,6366000,120,3,,,,120,,0,,,,,0,
1584,1059,火云洞1-4,"[2]=158409,[3]=158409,[4]=158409,[5]=158409,[6]=158409,[8]=158409,[9]=158409,[10]=158410,[11]=158409,[12]=158409",0,120,6366000,120,3,,,,120,,0,,,,,0,
1585,1059,火云洞1-5,"[2]=158509,[3]=158509,[4]=158509,[5]=158509,[6]=158509,[8]=158509,[9]=158509,[10]=158510,[11]=158509,[12]=158509",0,120,6366000,120,3,,,,120,,0,,,,,0,
1586,1059,火云洞1-6,"[2]=158609,[3]=158609,[4]=158609,[5]=158609,[6]=158609,[8]=158609,[9]=158609,[10]=158610,[11]=158609,[12]=158609",0,120,6366000,120,3,,,,120,,0,,,,,0,
1587,1059,火云洞1-7,"[2]=158709,[3]=158709,[4]=158709,[5]=158709,[6]=158709,[8]=158709,[9]=158709,[10]=158710,[11]=158709,[12]=158709",0,120,6366000,120,3,,,,120,,0,,,,,0,
1588,1059,火云洞1-8,"[2]=158809,[3]=158809,[4]=158809,[5]=158809,[6]=158809,[8]=158809,[9]=158809,[10]=158810,[11]=158809,[12]=158809",0,120,6366000,120,3,,,,120,,0,,,,,0,
1589,1059,火云洞1-9,"[2]=158909,[3]=158909,[4]=158909,[5]=158909,[6]=158909,[8]=158909,[9]=158909,[10]=158910,[11]=158909,[12]=158909",0,120,6366000,120,3,,,,120,,0,,,,,0,
1590,1059,火云洞1-10,"[2]=159009,[3]=159009,[4]=159009,[5]=159009,[6]=159009,[8]=159009,[9]=159009,[10]=159010,[11]=159009,[12]=159009",0,120,6366000,120,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1591,1060,火云洞2-1,"[2]=159109,[3]=159109,[4]=159109,[5]=159109,[6]=159109,[8]=159109,[9]=159109,[10]=159110,[11]=159109,[12]=159109",0,120,6366000,120,3,,,,120,,0,,,,,0,
1592,1060,火云洞2-2,"[2]=159209,[3]=159209,[4]=159209,[5]=159209,[6]=159209,[8]=159209,[9]=159209,[10]=159210,[11]=159209,[12]=159209",0,120,6366000,120,3,,,,120,,0,,,,,0,
1593,1060,火云洞2-3,"[2]=159309,[3]=159309,[4]=159309,[5]=159309,[6]=159309,[8]=159309,[9]=159309,[10]=159310,[11]=159309,[12]=159309",0,120,6366000,120,3,,,,120,,0,,,,,0,
1594,1060,火云洞2-4,"[2]=159409,[3]=159409,[4]=159409,[5]=159409,[6]=159409,[8]=159409,[9]=159409,[10]=159410,[11]=159409,[12]=159409",0,120,6366000,120,3,,,,120,,0,,,,,0,
1595,1060,火云洞2-5,"[2]=159509,[3]=159509,[4]=159509,[5]=159509,[6]=159509,[8]=159509,[9]=159509,[10]=159510,[11]=159509,[12]=159509",0,120,6366000,120,3,,,,120,,0,,,,,0,
1596,1060,火云洞2-6,"[2]=159609,[3]=159609,[4]=159609,[5]=159609,[6]=159609,[8]=159609,[9]=159609,[10]=159610,[11]=159609,[12]=159609",0,120,6366000,120,3,,,,120,,0,,,,,0,
1597,1060,火云洞2-7,"[2]=159709,[3]=159709,[4]=159709,[5]=159709,[6]=159709,[8]=159709,[9]=159709,[10]=159710,[11]=159709,[12]=159709",0,120,6366000,120,3,,,,120,,0,,,,,0,
1598,1060,火云洞2-8,"[2]=159809,[3]=159809,[4]=159809,[5]=159809,[6]=159809,[8]=159809,[9]=159809,[10]=159810,[11]=159809,[12]=159809",0,120,6366000,120,3,,,,120,,0,,,,,0,
1599,1060,火云洞2-9,"[2]=159909,[3]=159909,[4]=159909,[5]=159909,[6]=159909,[8]=159909,[9]=159909,[10]=159910,[11]=159909,[12]=159909",0,120,6366000,120,3,,,,120,,0,,,,,0,
1600,1060,火云洞2-10,"[2]=160009,[3]=160009,[4]=160009,[5]=160009,[6]=160009,[8]=160009,[9]=160009,[10]=160010,[11]=160009,[12]=160009",0,120,6366000,120,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1601,1061,火云洞3-1,"[2]=160109,[3]=160109,[4]=160109,[5]=160109,[6]=160109,[8]=160109,[9]=160109,[10]=160110,[11]=160109,[12]=160109",0,120,6366000,120,3,,,,120,,0,,,,,0,
1602,1061,火云洞3-2,"[2]=160209,[3]=160209,[4]=160209,[5]=160209,[6]=160209,[8]=160209,[9]=160209,[10]=160210,[11]=160209,[12]=160209",0,120,6366000,120,3,,,,120,,0,,,,,0,
1603,1061,火云洞3-3,"[2]=160309,[3]=160309,[4]=160309,[5]=160309,[6]=160309,[8]=160309,[9]=160309,[10]=160310,[11]=160309,[12]=160309",0,120,6366000,120,3,,,,120,,0,,,,,0,
1604,1061,火云洞3-4,"[2]=160409,[3]=160409,[4]=160409,[5]=160409,[6]=160409,[8]=160409,[9]=160409,[10]=160410,[11]=160409,[12]=160409",0,120,6366000,120,3,,,,120,,0,,,,,0,
1605,1061,火云洞3-5,"[2]=160509,[3]=160509,[4]=160509,[5]=160509,[6]=160509,[8]=160509,[9]=160509,[10]=160510,[11]=160509,[12]=160509",0,120,6366000,120,3,,,,120,,0,,,,,0,
1606,1061,火云洞3-6,"[2]=160609,[3]=160609,[4]=160609,[5]=160609,[6]=160609,[8]=160609,[9]=160609,[10]=160610,[11]=160609,[12]=160609",0,120,6366000,120,3,,,,120,,0,,,,,0,
1607,1061,火云洞3-7,"[2]=160709,[3]=160709,[4]=160709,[5]=160709,[6]=160709,[8]=160709,[9]=160709,[10]=160710,[11]=160709,[12]=160709",0,120,6366000,120,3,,,,120,,0,,,,,0,
1608,1061,火云洞3-8,"[2]=160809,[3]=160809,[4]=160809,[5]=160809,[6]=160809,[8]=160809,[9]=160809,[10]=160810,[11]=160809,[12]=160809",0,120,6366000,120,3,,,,120,,0,,,,,0,
1609,1061,火云洞3-9,"[2]=160909,[3]=160909,[4]=160909,[5]=160909,[6]=160909,[8]=160909,[9]=160909,[10]=160910,[11]=160909,[12]=160909",0,120,6366000,120,3,,,,120,,0,,,,,0,
1610,1061,火云洞3-10,"[2]=161009,[3]=161009,[4]=161009,[5]=161009,[6]=161009,[8]=161009,[9]=161009,[10]=161010,[11]=161009,[12]=161009",0,120,6366000,120,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1611,1062,火云洞4-1,"[2]=161109,[3]=161109,[4]=161109,[5]=161109,[6]=161109,[8]=161109,[9]=161109,[10]=161110,[11]=161109,[12]=161109",0,120,6366000,120,3,,,,120,,0,,,,,0,
1612,1062,火云洞4-2,"[2]=161209,[3]=161209,[4]=161209,[5]=161209,[6]=161209,[8]=161209,[9]=161209,[10]=161210,[11]=161209,[12]=161209",0,120,6366000,120,3,,,,120,,0,,,,,0,
1613,1062,火云洞4-3,"[2]=161309,[3]=161309,[4]=161309,[5]=161309,[6]=161309,[8]=161309,[9]=161309,[10]=161310,[11]=161309,[12]=161309",0,120,6366000,120,3,,,,120,,0,,,,,0,
1614,1062,火云洞4-4,"[2]=161409,[3]=161409,[4]=161409,[5]=161409,[6]=161409,[8]=161409,[9]=161409,[10]=161410,[11]=161409,[12]=161409",0,120,6366000,120,3,,,,120,,0,,,,,0,
1615,1062,火云洞4-5,"[2]=161509,[3]=161509,[4]=161509,[5]=161509,[6]=161509,[8]=161509,[9]=161509,[10]=161510,[11]=161509,[12]=161509",0,120,6366000,120,3,,,,120,,0,,,,,0,
1616,1062,火云洞4-6,"[2]=161609,[3]=161609,[4]=161609,[5]=161609,[6]=161609,[8]=161609,[9]=161609,[10]=161610,[11]=161609,[12]=161609",0,120,6366000,120,3,,,,120,,0,,,,,0,
1617,1062,火云洞4-7,"[2]=161709,[3]=161709,[4]=161709,[5]=161709,[6]=161709,[8]=161709,[9]=161709,[10]=161710,[11]=161709,[12]=161709",0,120,6366000,120,3,,,,120,,0,,,,,0,
1618,1062,火云洞4-8,"[2]=161809,[3]=161809,[4]=161809,[5]=161809,[6]=161809,[8]=161809,[9]=161809,[10]=161810,[11]=161809,[12]=161809",0,120,6366000,120,3,,,,120,,0,,,,,0,
1619,1062,火云洞4-9,"[2]=161909,[3]=161909,[4]=161909,[5]=161909,[6]=161909,[8]=161909,[9]=161909,[10]=161910,[11]=161909,[12]=161909",0,120,6366000,120,3,,,,120,,0,,,,,0,
1620,1062,火云洞4-10,"[2]=162009,[3]=162009,[4]=162009,[5]=162009,[6]=162009,[8]=162009,[9]=162009,[10]=162010,[11]=162009,[12]=162009",0,120,6366000,120,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1621,1063,火云洞5-1,"[2]=162109,[3]=162109,[4]=162109,[5]=162109,[6]=162109,[8]=162109,[9]=162109,[10]=162110,[11]=162109,[12]=162109",0,120,6366000,120,3,,,,120,,0,,,,,0,
1622,1063,火云洞5-2,"[2]=162209,[3]=162209,[4]=162209,[5]=162209,[6]=162209,[8]=162209,[9]=162209,[10]=162210,[11]=162209,[12]=162209",0,120,6366000,120,3,,,,120,,0,,,,,0,
1623,1063,火云洞5-3,"[2]=162309,[3]=162309,[4]=162309,[5]=162309,[6]=162309,[8]=162309,[9]=162309,[10]=162310,[11]=162309,[12]=162309",0,120,6366000,120,3,,,,120,,0,,,,,0,
1624,1063,火云洞5-4,"[2]=162409,[3]=162409,[4]=162409,[5]=162409,[6]=162409,[8]=162409,[9]=162409,[10]=162410,[11]=162409,[12]=162409",0,120,6366000,120,3,,,,120,,0,,,,,0,
1625,1063,火云洞5-5,"[2]=162509,[3]=162509,[4]=162509,[5]=162509,[6]=162509,[8]=162509,[9]=162509,[10]=162510,[11]=162509,[12]=162509",0,120,6366000,120,3,,,,120,,0,,,,,0,
1626,1063,火云洞5-6,"[2]=162609,[3]=162609,[4]=162609,[5]=162609,[6]=162609,[8]=162609,[9]=162609,[10]=162610,[11]=162609,[12]=162609",0,120,6366000,120,3,,,,120,,0,,,,,0,
1627,1063,火云洞5-7,"[2]=162709,[3]=162709,[4]=162709,[5]=162709,[6]=162709,[8]=162709,[9]=162709,[10]=162710,[11]=162709,[12]=162709",0,120,6366000,120,3,,,,120,,0,,,,,0,
1628,1063,火云洞5-8,"[2]=162809,[3]=162809,[4]=162809,[5]=162809,[6]=162809,[8]=162809,[9]=162809,[10]=162810,[11]=162809,[12]=162809",0,120,6366000,120,3,,,,120,,0,,,,,0,
1629,1063,火云洞5-9,"[2]=162909,[3]=162909,[4]=162909,[5]=162909,[6]=162909,[8]=162909,[9]=162909,[10]=162910,[11]=162909,[12]=162909",0,120,6366000,120,3,,,,120,,0,,,,,0,
1630,1063,火云洞5-10,"[2]=163009,[3]=163009,[4]=163009,[5]=163009,[6]=163009,[8]=163009,[9]=163009,[10]=163010,[11]=163009,[12]=163009",0,120,6366000,120,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1631,1064,火云洞6-1,"[2]=163109,[3]=163109,[4]=163109,[5]=163109,[6]=163109,[8]=163109,[9]=163109,[10]=163110,[11]=163109,[12]=163109",0,120,6366000,120,3,,,,120,,0,,,,,0,
1632,1064,火云洞6-2,"[2]=163209,[3]=163209,[4]=163209,[5]=163209,[6]=163209,[8]=163209,[9]=163209,[10]=163210,[11]=163209,[12]=163209",0,120,6366000,120,3,,,,120,,0,,,,,0,
1633,1064,火云洞6-3,"[2]=163309,[3]=163309,[4]=163309,[5]=163309,[6]=163309,[8]=163309,[9]=163309,[10]=163310,[11]=163309,[12]=163309",0,120,6366000,120,3,,,,120,,0,,,,,0,
1634,1064,火云洞6-4,"[2]=163409,[3]=163409,[4]=163409,[5]=163409,[6]=163409,[8]=163409,[9]=163409,[10]=163410,[11]=163409,[12]=163409",0,120,6366000,120,3,,,,120,,0,,,,,0,
1635,1064,火云洞6-5,"[2]=163509,[3]=163509,[4]=163509,[5]=163509,[6]=163509,[8]=163509,[9]=163509,[10]=163510,[11]=163509,[12]=163509",0,120,6366000,120,3,,,,120,,0,,,,,0,
1636,1064,火云洞6-6,"[2]=163609,[3]=163609,[4]=163609,[5]=163609,[6]=163609,[8]=163609,[9]=163609,[10]=163610,[11]=163609,[12]=163609",0,120,6366000,120,3,,,,120,,0,,,,,0,
1637,1064,火云洞6-7,"[2]=163709,[3]=163709,[4]=163709,[5]=163709,[6]=163709,[8]=163709,[9]=163709,[10]=163710,[11]=163709,[12]=163709",0,120,6366000,120,3,,,,120,,0,,,,,0,
1638,1064,火云洞6-8,"[2]=163809,[3]=163809,[4]=163809,[5]=163809,[6]=163809,[8]=163809,[9]=163809,[10]=163810,[11]=163809,[12]=163809",0,120,6366000,120,3,,,,120,,0,,,,,0,
1639,1064,火云洞6-9,"[2]=163909,[3]=163909,[4]=163909,[5]=163909,[6]=163909,[8]=163909,[9]=163909,[10]=163910,[11]=163909,[12]=163909",0,120,6366000,120,3,,,,120,,0,,,,,0,
1640,1064,火云洞6-10,"[2]=164009,[3]=164009,[4]=164009,[5]=164009,[6]=164009,[8]=164009,[9]=164009,[10]=164010,[11]=164009,[12]=164009",0,120,6366000,120,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1641,1065,火云洞7-1,"[2]=164109,[3]=164109,[4]=164109,[5]=164109,[6]=164109,[8]=164109,[9]=164109,[10]=164110,[11]=164109,[12]=164109",0,120,6366000,120,3,,,,120,,0,,,,,0,
1642,1065,火云洞7-2,"[2]=164209,[3]=164209,[4]=164209,[5]=164209,[6]=164209,[8]=164209,[9]=164209,[10]=164210,[11]=164209,[12]=164209",0,120,6366000,120,3,,,,120,,0,,,,,0,
1643,1065,火云洞7-3,"[2]=164309,[3]=164309,[4]=164309,[5]=164309,[6]=164309,[8]=164309,[9]=164309,[10]=164310,[11]=164309,[12]=164309",0,120,6366000,120,3,,,,120,,0,,,,,0,
1644,1065,火云洞7-4,"[2]=164409,[3]=164409,[4]=164409,[5]=164409,[6]=164409,[8]=164409,[9]=164409,[10]=164410,[11]=164409,[12]=164409",0,120,6366000,120,3,,,,120,,0,,,,,0,
1645,1065,火云洞7-5,"[2]=164509,[3]=164509,[4]=164509,[5]=164509,[6]=164509,[8]=164509,[9]=164509,[10]=164510,[11]=164509,[12]=164509",0,120,6366000,120,3,,,,120,,0,,,,,0,
1646,1065,火云洞7-6,"[2]=164609,[3]=164609,[4]=164609,[5]=164609,[6]=164609,[8]=164609,[9]=164609,[10]=164610,[11]=164609,[12]=164609",0,120,6366000,120,3,,,,120,,0,,,,,0,
1647,1065,火云洞7-7,"[2]=164709,[3]=164709,[4]=164709,[5]=164709,[6]=164709,[8]=164709,[9]=164709,[10]=164710,[11]=164709,[12]=164709",0,120,6366000,120,3,,,,120,,0,,,,,0,
1648,1065,火云洞7-8,"[2]=164809,[3]=164809,[4]=164809,[5]=164809,[6]=164809,[8]=164809,[9]=164809,[10]=164810,[11]=164809,[12]=164809",0,120,6366000,120,3,,,,120,,0,,,,,0,
1649,1065,火云洞7-9,"[2]=164909,[3]=164909,[4]=164909,[5]=164909,[6]=164909,[8]=164909,[9]=164909,[10]=164910,[11]=164909,[12]=164909",0,120,6366000,120,3,,,,120,,0,,,,,0,
