名称,名称,ID,状态类型Buff DeBuff Null,技能伤害类型火FIRE 冰ICE 神圣HOLY 黑暗DARKLY 无NONE,状态系列,状态效果,持续时间(毫秒),替换规则,状态最大叠加数,是否发送到客户端,基础概率,成长参数,flag
B153,攻击触发额外伤害,20153,Null,NONE,,"{'ProcBuff', {{'B154', 80}, {'Nothing', 920}}, Time='AllCast'}",0,Replace,1,1,,,0
B154,伤害增加,20154,DeBuff,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
B155,攻击触发伤害降低,20155,Null,NONE,,"{'ProcBuff', {{'B156', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B156,伤害降低,20156,DeBuff,NONE,,"{'ChaLAPercent', 'attdec',  6}",0,Replace,1,1,,,0
B157,攻击触发伤害降低,20157,Null,NONE,,"{'ProcBuff', {{'B158', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B158,伤害降低,20158,DeBuff,NONE,,"{'ChaLAPercent', 'attdec',  8}",0,Replace,1,1,,,0
B159,攻击触发伤害降低,20159,Null,NONE,,"{'ProcBuff', {{'B160', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B160,伤害降低,20160,DeBuff,NONE,,"{'ChaLAPercent', 'attdec',  10}",0,Replace,1,1,,,0
B161,攻击触发伤害降低,20161,Null,NONE,,"{'ProcBuff', {{'B162', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B162,伤害降低,20162,DeBuff,NONE,,"{'ChaLAPercent', 'attdec',  12}",0,Replace,1,1,,,0
B163,攻击触发伤害降低,20163,Null,NONE,,"{'ProcBuff', {{'B164', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B164,伤害降低,20164,DeBuff,NONE,,"{'ChaLAPercent', 'attdec',  14}",0,Replace,1,1,,,0
B165,攻击触发伤害降低,20165,Null,NONE,,"{'ProcBuff', {{'B166', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B166,伤害降低,20166,DeBuff,NONE,,"{'ChaLAPercent', 'attdec',  16}",0,Replace,1,1,,,0
B167,攻击触发伤害降低,20167,Null,NONE,,"{'ProcBuff', {{'B168', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B168,伤害降低,20168,DeBuff,NONE,,"{'ChaLAPercent', 'attdec',  18}",0,Replace,1,1,,,0
B169,攻击触发防御降低,20169,Null,NONE,,"{'ProcBuff', {{'B170', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B170,防御降低,20170,DeBuff,NONE,,"{'ChaLAPercent', 'hujia',  -20}",0,Replace,1,1,,,0
B171,攻击触发防御降低,20171,Null,NONE,,"{'ProcBuff', {{'B172', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B172,防御降低,20172,DeBuff,NONE,,"{'ChaLAPercent', 'hujia',  -23}",0,Replace,1,1,,,0
B173,攻击触发防御降低,20173,Null,NONE,,"{'ProcBuff', {{'B174', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B174,防御降低,20174,DeBuff,NONE,,"{'ChaLAPercent', 'hujia',  -26}",0,Replace,1,1,,,0
B175,攻击触发防御降低,20175,Null,NONE,,"{'ProcBuff', {{'B176', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B176,防御降低,20176,DeBuff,NONE,,"{'ChaLAPercent', 'hujia',  -29}",0,Replace,1,1,,,0
B177,攻击触发防御降低,20177,Null,NONE,,"{'ProcBuff', {{'B178', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B178,防御降低,20178,DeBuff,NONE,,"{'ChaLAPercent', 'hujia',  -32}",0,Replace,1,1,,,0
B179,攻击触发防御降低,20179,Null,NONE,,"{'ProcBuff', {{'B180', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B180,防御降低,20180,DeBuff,NONE,,"{'ChaLAPercent', 'hujia',  -35}",0,Replace,1,1,,,0
B181,攻击触发防御降低,20181,Null,NONE,,"{'ProcBuff', {{'B182', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B182,防御降低,20182,DeBuff,NONE,,"{'ChaLAPercent', 'hujia',  -38}",0,Replace,1,1,,,0
B183,攻击触发暴击提升,20183,Null,NONE,,"{'ProcBuff', {{'B184', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B184,下回合暴击提升20%,20184,Buff,NONE,,"{'ChaLAPercent', 'critrate', 20, 0,Time='Apply'}",0,Replace,1,1,,,0
B185,攻击触发暴击提升,20185,Null,NONE,,"{'ProcBuff', {{'B186', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B186,下回合暴击提升25%,20186,Buff,NONE,,"{'ChaLAPercent', 'critrate', 25, 0,Time='Apply'}",0,Replace,1,1,,,0
B187,攻击触发暴击提升,20187,Null,NONE,,"{'ProcBuff', {{'B188', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B188,下回合暴击提升30%,20188,Buff,NONE,,"{'ChaLAPercent', 'critrate', 30, 0,Time='Apply'}",0,Replace,1,1,,,0
B189,攻击触发暴击提升,20189,Null,NONE,,"{'ProcBuff', {{'B190', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B190,下回合暴击提升35%,20190,Buff,NONE,,"{'ChaLAPercent', 'critrate', 35, 0,Time='Apply'}",0,Replace,1,1,,,0
B191,攻击触发暴击提升,20191,Null,NONE,,"{'ProcBuff', {{'B192', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B192,下回合暴击提升40%,20192,Buff,NONE,,"{'ChaLAPercent', 'critrate', 40, 0,Time='Apply'}",0,Replace,1,1,,,0
B193,攻击触发暴击提升,20193,Null,NONE,,"{'ProcBuff', {{'B194', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B194,下回合暴击提升45%,20194,Buff,NONE,,"{'ChaLAPercent', 'critrate', 45, 0,Time='Apply'}",0,Replace,1,1,,,0
B195,攻击触发暴击提升,20195,Null,NONE,,"{'ProcBuff', {{'B196', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B196,下回合暴击提升50%,20196,Buff,NONE,,"{'ChaLAPercent', 'critrate', 50, 0,Time='Apply'}",0,Replace,1,1,,,0
B197,攻击触发伤害转换生命,20197,Null,NONE,,"{'ProcBuff', {{'B198', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B198,转换生命,20198,Buff,NONE,,"{'CureHP', 0.06,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
B199,攻击触发伤害转换生命,20199,Null,NONE,,"{'ProcBuff', {{'B200', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B200,转换生命,20200,Buff,NONE,,"{'CureHP', 0.08,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
B201,攻击触发伤害转换生命,20201,Null,NONE,,"{'ProcBuff', {{'B202', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B202,转换生命,20202,Buff,NONE,,"{'CureHP', 0.1,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
B203,攻击触发伤害转换生命,20203,Null,NONE,,"{'ProcBuff', {{'B204', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B204,转换生命,20204,Buff,NONE,,"{'CureHP', 0.12,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
B205,攻击触发伤害转换生命,20205,Null,NONE,,"{'ProcBuff', {{'B206', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B206,转换生命,20206,Buff,NONE,,"{'CureHP', 0.14,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
B207,攻击触发伤害转换生命,20207,Null,NONE,,"{'ProcBuff', {{'B208', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B208,转换生命,20208,Buff,NONE,,"{'CureHP', 0.16,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
B209,攻击触发伤害转换生命,20209,Null,NONE,,"{'ProcBuff', {{'B210', 10}, {'Nothing', 90}}, Time='AllCast'}",0,Replace,1,1,,,0
B210,转换生命,20210,Buff,NONE,,"{'CureHP', 0.18,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
B211,受到攻击触发伤害转换生命,20211,Null,NONE,,"{'ProcBuff', {{'B212', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B212,转换生命,20212,Buff,NONE,,"{'AbsorbDamage', 6,Time='Apply'},",0,Replace,1,1,,,0
B213,受到攻击触发伤害转换生命,20213,Null,NONE,,"{'ProcBuff', {{'B214', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B214,转换生命,20214,Buff,NONE,,"{'AbsorbDamage', 8,Time='Apply'},",0,Replace,1,1,,,0
B215,受到攻击触发伤害转换生命,20215,Null,NONE,,"{'ProcBuff', {{'B216', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B216,转换生命,20216,Buff,NONE,,"{'AbsorbDamage', 10,Time='Apply'},",0,Replace,1,1,,,0
B217,受到攻击触发伤害转换生命,20217,Null,NONE,,"{'ProcBuff', {{'B218', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B218,转换生命,20218,Buff,NONE,,"{'AbsorbDamage', 12,Time='Apply'},",0,Replace,1,1,,,0
B219,受到攻击触发伤害转换生命,20219,Null,NONE,,"{'ProcBuff', {{'B220', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B220,转换生命,20220,Buff,NONE,,"{'AbsorbDamage', 14,Time='Apply'},",0,Replace,1,1,,,0
B221,受到攻击触发伤害转换生命,20221,Null,NONE,,"{'ProcBuff', {{'B222', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B222,转换生命,20222,Buff,NONE,,"{'AbsorbDamage', 16,Time='Apply'},",0,Replace,1,1,,,0
B223,受到攻击触发伤害转换生命,20223,Null,NONE,,"{'ProcBuff', {{'B224', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B224,转换32%的生命,20224,Buff,NONE,,"{'AbsorbDamage', 18,Time='Apply'},",0,Replace,1,1,,,0
B225,受到攻击触发伤害提升,20225,Null,NONE,,"{'ProcBuff', {{'B226', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B226,提升伤害,20226,Buff,NONE,,"{'ChaLAPercent', 'attinc', 6, 0,Time='Apply'}",0,Replace,1,1,,,0
B227,受到攻击触发伤害提升,20227,Null,NONE,,"{'ProcBuff', {{'B228', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B228,提升伤害,20228,Buff,NONE,,"{'ChaLAPercent', 'attinc', 8, 0,Time='Apply'}",0,Replace,1,1,,,0
B229,受到攻击触发伤害提升,20229,Null,NONE,,"{'ProcBuff', {{'B230', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B230,提升伤害,20230,Buff,NONE,,"{'ChaLAPercent', 'attinc', 10, 0,Time='Apply'}",0,Replace,1,1,,,0
B231,受到攻击触发伤害提升,20231,Null,NONE,,"{'ProcBuff', {{'B232', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B232,提升伤害,20232,Buff,NONE,,"{'ChaLAPercent', 'attinc', 12, 0,Time='Apply'}",0,Replace,1,1,,,0
B233,受到攻击触发伤害提升,20233,Null,NONE,,"{'ProcBuff', {{'B234', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B234,提升伤害,20234,Null,NONE,,"{'ChaLAPercent', 'attinc', 14, 0,Time='Apply'}",0,Replace,1,1,,,0
B235,受到攻击触发伤害提升,20235,Buff,NONE,,"{'ProcBuff', {{'B236', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B236,提升伤害,20236,Null,NONE,,"{'ChaLAPercent', 'attinc', 16, 0,Time='Apply'}",0,Replace,1,1,,,0
B237,受到攻击触发伤害提升,20237,Buff,NONE,,"{'ProcBuff', {{'B238', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B238,提升伤害,20238,Null,NONE,,"{'ChaLAPercent', 'attinc', 18, 0,Time='Apply'}",0,Replace,1,1,,,0
B239,受到攻击触发伤害减免,20239,Null,NONE,,"{'ProcBuff', {{'B240', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B240,伤害减免,20240,Buff,NONE,,"{'AbsorbDamage', 6,Time='Apply'},",0,Replace,1,1,,,0
B241,受到攻击触发伤害减免,20241,Null,NONE,,"{'ProcBuff', {{'B242', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B242,伤害减免,20242,Buff,NONE,,"{'AbsorbDamage', 8,Time='Apply'},",0,Replace,1,1,,,0
B243,受到攻击触发伤害减免,20243,Null,NONE,,"{'ProcBuff', {{'B244', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B244,伤害减免,20244,Buff,NONE,,"{'AbsorbDamage', 10,Time='Apply'},",0,Replace,1,1,,,0
B245,受到攻击触发伤害减免,20245,Null,NONE,,"{'ProcBuff', {{'B246', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B246,伤害减免,20246,Buff,NONE,,"{'AbsorbDamage', 12,Time='Apply'},",0,Replace,1,1,,,0
B247,受到攻击触发伤害减免,20247,Null,NONE,,"{'ProcBuff', {{'B248', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B248,伤害减免,20248,Buff,NONE,,"{'AbsorbDamage', 14,Time='Apply'},",0,Replace,1,1,,,0
B249,受到攻击触发伤害减免,20249,Null,NONE,,"{'ProcBuff', {{'B250', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B250,伤害减免,20250,Buff,NONE,,"{'AbsorbDamage', 16,Time='Apply'},",0,Replace,1,1,,,0
B251,受到攻击触发伤害减免,20251,Null,NONE,,"{'ProcBuff', {{'B252', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B252,伤害减免,20252,Buff,NONE,,"{'AbsorbDamage', 18,Time='Apply'},",0,Replace,1,1,,,0
B253,攻击触发额外伤害,20253,Null,NONE,,"{'ProcBuff', {{'B254', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B254,伤害增加,20254,Buff,NONE,,"{'ChaLAPercent', 'attinc', 16, 0,Time='Apply'}",0,Replace,1,1,,,0
B255,攻击触发额外伤害,20255,Null,NONE,,"{'ProcBuff', {{'B256', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B256,伤害增加,20256,Buff,NONE,,"{'ChaLAPercent', 'attinc', 19, 0,Time='Apply'}",0,Replace,1,1,,,0
B257,攻击触发额外伤害,20257,Null,NONE,,"{'ProcBuff', {{'B258', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B258,伤害增加,20258,Buff,NONE,,"{'ChaLAPercent', 'attinc', 22, 0,Time='Apply'}",0,Replace,1,1,,,0
B259,攻击触发额外伤害,20259,Null,NONE,,"{'ProcBuff', {{'B260', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B260,伤害增加,20260,Buff,NONE,,"{'ChaLAPercent', 'attinc', 25, 0,Time='Apply'}",0,Replace,1,1,,,0
B261,攻击触发额外伤害,20261,Null,NONE,,"{'ProcBuff', {{'B262', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B262,伤害增加,20262,Buff,NONE,,"{'ChaLAPercent', 'attinc', 28, 0,Time='Apply'}",0,Replace,1,1,,,0
B263,攻击触发额外伤害,20263,Null,NONE,,"{'ProcBuff', {{'B264', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B264,伤害增加,20264,Buff,NONE,,"{'ChaLAPercent', 'attinc', 31, 0,Time='Apply'}",0,Replace,1,1,,,0
B265,攻击触发额外伤害,20265,Null,NONE,,"{'ProcBuff', {{'B266', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B266,伤害增加,20266,Buff,NONE,,"{'ChaLAPercent', 'attinc', 34, 0,Time='Apply'}",0,Replace,1,1,,,0
B267,攻击触发眩晕,20267,Null,NONE,,"{'ProcBuff', {{'B268', 35}, {'Nothing', 965}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B268,眩晕,20268,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
B269,攻击触发眩晕,20269,Null,NONE,,"{'ProcBuff', {{'B270', 40}, {'Nothing', 960}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B270,眩晕,20270,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
B271,攻击触发眩晕,20271,Null,NONE,,"{'ProcBuff', {{'B272', 45}, {'Nothing', 955}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B272,眩晕,20272,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
B273,攻击触发眩晕,20273,Null,NONE,,"{'ProcBuff', {{'B274', 50}, {'Nothing', 950}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B274,眩晕,20274,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
B275,攻击触发眩晕,20275,Null,NONE,,"{'ProcBuff', {{'B276', 55}, {'Nothing', 945}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B276,眩晕,20276,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
B277,攻击触发眩晕,20277,Null,NONE,,"{'ProcBuff', {{'B278', 60}, {'Nothing', 940}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B278,眩晕,20278,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
B279,攻击触发眩晕,20279,Null,NONE,,"{'ProcBuff', {{'B280', 65}, {'Nothing', 935}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
B280,眩晕,20280,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
B281,受到攻击触发反击,20281,Null,NONE,,"{'ProcBuff', {{'B282', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B282,反击,20282,Buff,NONE,,"{'Damage', Param='demage', Rate=0.35, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
B283,受到攻击触发反击,20283,Null,NONE,,"{'ProcBuff', {{'B284', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B284,反击,20284,Buff,NONE,,"{'Damage', Param='demage', Rate=0.4, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
B285,受到攻击触发反击,20285,Null,NONE,,"{'ProcBuff', {{'B286', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B286,反击,20286,Buff,NONE,,"{'Damage', Param='demage', Rate=0.45, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
B287,受到攻击触发反击,20287,Null,NONE,,"{'ProcBuff', {{'B288', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B288,反击,20288,Buff,NONE,,"{'Damage', Param='demage', Rate=0.5, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
B289,受到攻击触发反击,20289,Null,NONE,,"{'ProcBuff', {{'B290', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B290,反击,20290,Buff,NONE,,"{'Damage', Param='demage', Rate=0.55, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
B291,受到攻击触发反击,20291,Null,NONE,,"{'ProcBuff', {{'B292', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B292,反击,20292,Buff,NONE,,"{'Damage', Param='demage', Rate=0.6, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
B293,受到攻击触发反击,20293,Null,NONE,,"{'ProcBuff', {{'B294', 10}, {'Nothing', 90}}, Time='BeAOECast'}",0,Replace,1,1,,,0
B294,反击,20294,Buff,NONE,,"{'Damage', Param='demage', Rate=0.65, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
B295,攻击触发额外伤害,20295,Null,NONE,,"{'ProcBuff', {{'B296', 50}, {'Nothing', 950}}, Time='AllCast'}",0,Replace,1,1,,,0
B296,伤害增加,20296,DeBuff,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
B297,攻击触发额外伤害,20297,Null,NONE,,"{'ProcBuff', {{'B298', 55}, {'Nothing', 945}}, Time='AllCast'}",0,Replace,1,1,,,0
B298,伤害增加,20298,DeBuff,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
B299,攻击触发额外伤害,20299,Null,NONE,,"{'ProcBuff', {{'B300', 60}, {'Nothing', 940}}, Time='AllCast'}",0,Replace,1,1,,,0
B300,伤害增加,20300,DeBuff,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
B301,攻击触发额外伤害,20301,Null,NONE,,"{'ProcBuff', {{'B302', 65}, {'Nothing', 935}}, Time='AllCast'}",0,Replace,1,1,,,0
B302,伤害增加,20302,DeBuff,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
B303,攻击触发额外伤害,20303,Null,NONE,,"{'ProcBuff', {{'B304', 70}, {'Nothing', 930}}, Time='AllCast'}",0,Replace,1,1,,,0
B304,伤害增加,20304,DeBuff,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
B305,攻击触发额外伤害,20305,Null,NONE,,"{'ProcBuff', {{'B306', 75}, {'Nothing', 925}}, Time='AllCast'}",0,Replace,1,1,,,0
B306,伤害增加,20306,DeBuff,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
B307,攻击触发额外伤害,20307,Null,NONE,,"{'ProcBuff', {{'B308', 80}, {'Nothing', 920}}, Time='AllCast'}",0,Replace,1,1,,,0
B308,伤害增加,20308,DeBuff,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
B309,增加1200生命,20309,Buff,NONE,,"{'ChaLA', 'maxhp', 1200, Time='Apply'}",0,Replace,1,1,,,0
B310,增加1800生命,20310,Buff,NONE,,"{'ChaLA', 'maxhp', 1800, Time='Apply'}",0,Replace,1,1,,,0
B311,增加2500生命,20311,Buff,NONE,,"{'ChaLA', 'maxhp', 2500, Time='Apply'}",0,Replace,1,1,,,0
B312,增加3800生命,20312,Buff,NONE,,"{'ChaLA', 'maxhp', 3800, Time='Apply'}",0,Replace,1,1,,,0
B313,增加6000生命,20313,Buff,NONE,,"{'ChaLA', 'maxhp', 6000, Time='Apply'}",0,Replace,1,1,,,0
B314,增加9100生命,20314,Buff,NONE,,"{'ChaLA', 'maxhp', 9100, Time='Apply'}",0,Replace,1,1,,,0
B315,增加14500生命,20315,Buff,NONE,,"{'ChaLA', 'maxhp', 14500, Time='Apply'}",0,Replace,1,1,,,0
B316,增加120攻击,20316,Buff,NONE,,"{'ChaLA', 'demage', 120, Time='Apply'}",0,Replace,1,1,,,0
B317,增加180攻击,20317,Buff,NONE,,"{'ChaLA', 'demage', 180, Time='Apply'}",0,Replace,1,1,,,0
B318,增加250攻击,20318,Buff,NONE,,"{'ChaLA', 'demage', 250, Time='Apply'}",0,Replace,1,1,,,0
B319,增加380攻击,20319,Buff,NONE,,"{'ChaLA', 'demage', 380, Time='Apply'}",0,Replace,1,1,,,0
B320,增加600攻击,20320,Buff,NONE,,"{'ChaLA', 'demage', 600, Time='Apply'}",0,Replace,1,1,,,0
B321,增加910攻击,20321,Buff,NONE,,"{'ChaLA', 'demage', 910, Time='Apply'}",0,Replace,1,1,,,0
B322,增加1450攻击,20322,Buff,NONE,,"{'ChaLA', 'demage', 1450, Time='Apply'}",0,Replace,1,1,,,0
B323,增加120防御,20323,Buff,NONE,,"{'ChaLA', 'hujia', 120, Time='Apply'}",0,Replace,1,1,,,0
B324,增加180防御,20324,Buff,NONE,,"{'ChaLA', 'hujia', 180, Time='Apply'}",0,Replace,1,1,,,0
B325,增加250防御,20325,Buff,NONE,,"{'ChaLA', 'hujia', 250, Time='Apply'}",0,Replace,1,1,,,0
B326,增加380防御,20326,Buff,NONE,,"{'ChaLA', 'hujia', 380, Time='Apply'}",0,Replace,1,1,,,0
B327,增加600防御,20327,Buff,NONE,,"{'ChaLA', 'hujia', 600, Time='Apply'}",0,Replace,1,1,,,0
B328,增加910防御,20328,Buff,NONE,,"{'ChaLA', 'hujia', 910, Time='Apply'}",0,Replace,1,1,,,0
B329,增加1450防御,20329,Buff,NONE,,"{'ChaLA', 'hujia', 1450, Time='Apply'}",0,Replace,1,1,,,0
B330,增加5速度,20330,Buff,NONE,,"{'ChaLA', 'speed', 5, Time='Apply'}",0,Replace,1,1,,,0
B331,增加7速度,20331,Buff,NONE,,"{'ChaLA', 'speed', 7, Time='Apply'}",0,Replace,1,1,,,0
B332,增加10速度,20332,Buff,NONE,,"{'ChaLA', 'speed', 10, Time='Apply'}",0,Replace,1,1,,,0
B333,增加15速度,20333,Buff,NONE,,"{'ChaLA', 'speed', 15, Time='Apply'}",0,Replace,1,1,,,0
B334,增加24速度,20334,Buff,NONE,,"{'ChaLA', 'speed', 24, Time='Apply'}",0,Replace,1,1,,,0
B335,增加36速度,20335,Buff,NONE,,"{'ChaLA', 'speed', 36, Time='Apply'}",0,Replace,1,1,,,0
B336,增加58速度,20336,Buff,NONE,,"{'ChaLA', 'speed', 58, Time='Apply'}",0,Replace,1,1,,,0
B337,增加100闪避,20337,Buff,NONE,,"{'ChaLA', 'dodge', 100, Time='Apply'}",0,Replace,1,1,,,0
B338,增加140闪避,20338,Buff,NONE,,"{'ChaLA', 'dodge', 140, Time='Apply'}",0,Replace,1,1,,,0
B339,增加200闪避,20339,Buff,NONE,,"{'ChaLA', 'dodge', 200, Time='Apply'}",0,Replace,1,1,,,0
B340,增加300闪避,20340,Buff,NONE,,"{'ChaLA', 'dodge', 300, Time='Apply'}",0,Replace,1,1,,,0
B341,增加480闪避,20341,Buff,NONE,,"{'ChaLA', 'dodge', 480, Time='Apply'}",0,Replace,1,1,,,0
B342,增加730闪避,20342,Buff,NONE,,"{'ChaLA', 'dodge', 730, Time='Apply'}",0,Replace,1,1,,,0
B343,增加1160闪避,20343,Buff,NONE,,"{'ChaLA', 'dodge', 1160, Time='Apply'}",0,Replace,1,1,,,0
