#buff_id,buff名称,buff图标id,buff特效ID,一次性特效ID,特效缩放,限制发招,效果索引,飘字图片名列表（获得BUFF时出现）,说明
id_kn,name_s,icon_id_n,effect_t,oneceEffect_t,scaleList_t,marked_s,paramList_t,charaterList_t,read_c
20425,所有敌人%d+%d点伤害,,,,,,,,所有敌人%d+%d点伤害
20426,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20427,所有敌人%d+%d点伤害,,,,,,,,所有敌人%d+%d点伤害
20428,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20429,所有敌人%d+%d点伤害,,,,,,,,所有敌人%d+%d点伤害
20430,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20431,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20432,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20433,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20434,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20435,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20436,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20437,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20438,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20439,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20440,增加2%PVE伤加,,,,,,,,增加2%PVE伤加
20441,增加2.5%PVE伤加,,,,,,,,增加2.5%PVE伤加
20442,增加3%PVE伤加,,,,,,,,增加3%PVE伤加
20443,增加3.5%PVE伤加,,,,,,,,增加3.5%PVE伤加
20444,增加4%PVE伤加,,,,,,,,增加4%PVE伤加
20445,增减2%PVE伤减,,,,,,,,增减2%PVE伤减
20446,增减2.5%PVE伤减,,,,,,,,增减2.5%PVE伤减
20447,增减3%PVE伤减,,,,,,,,增减3%PVE伤减
20448,增减3.5%PVE伤减,,,,,,,,增减3.5%PVE伤减
20449,增减4%PVE伤减,,,,,,,,增减4%PVE伤减
20450,增加%d暴伤加成,,,,,,,,增加%d暴伤加成
20451,增加%d暴伤加成,,,,,,,,增加%d暴伤加成
20452,增加%d暴伤加成,,,,,,,,增加%d暴伤加成
20453,增加%d暴伤加成,,,,,,,,增加%d暴伤加成
20454,增加%d暴伤加成,,,,,,,,增加%d暴伤加成
20455,增加%d暴伤减免,,,,,,,,增加%d暴伤减免
20456,增加%d暴伤减免,,,,,,,,增加%d暴伤减免
20457,增加%d暴伤减免,,,,,,,,增加%d暴伤减免
20458,增加%d暴伤减免,,,,,,,,增加%d暴伤减免
20459,增加%d暴伤减免,,,,,,,,增加%d暴伤减免
20460,攻击时有10%概率全队减伤12%两回合,,,,,,,,攻击时有10%概率全队减伤12%两回合
20461,伤害减免,,,,,,,,伤害减免
20462,攻击时有10%概率全队减伤14%两回合,,,,,,,,攻击时有10%概率全队减伤14%两回合
20463,伤害减免,,,,,,,,伤害减免
20464,攻击时有10%概率全队减伤16%两回合,,,,,,,,攻击时有10%概率全队减伤16%两回合
20465,伤害减免,,,,,,,,伤害减免
20466,攻击时有10%概率全队减伤18%两回合,,,,,,,,攻击时有10%概率全队减伤18%两回合
20467,伤害减免,,,,,,,,伤害减免
20468,攻击时有10%概率全队减伤20%两回合,,,,,,,,攻击时有10%概率全队减伤20%两回合
20469,伤害减免,,,,,,,,伤害减免
20470,攻击时有4%概率所有目标眩晕一回合,,,,,,,,攻击时有4%概率所有目标眩晕一回合
20471,眩晕,,10214,,,,,,眩晕
20472,攻击时有4.2%概率所有目标眩晕一回合,,,,,,,,攻击时有4.2%概率所有目标眩晕一回合
20473,眩晕,,10214,,,,,,眩晕
20474,攻击时有4.4%概率所有目标眩晕一回合,,,,,,,,攻击时有4.4%概率所有目标眩晕一回合
20475,眩晕,,10214,,,,,,眩晕
20476,攻击时有4.7%概率所有目标眩晕一回合,,,,,,,,攻击时有4.7%概率所有目标眩晕一回合
20477,眩晕,,10214,,,,,,眩晕
20478,攻击时有5%概率所有目标眩晕一回合,,,,,,,,攻击时有5%概率所有目标眩晕一回合
20479,眩晕,,10214,,,,,,眩晕
20480,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20481,所有敌人%d+%d点伤害,,,,,,,,所有敌人%d+%d点伤害
20482,无视40%防御两回合,,,,,,,,无视40%防御两回合
20483,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20484,所有敌人%d+%d点伤害,,,,,,,,所有敌人%d+%d点伤害
20485,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20486,所有敌人%d+%d点伤害,,,,,,,,所有敌人%d+%d点伤害
20487,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20488,所有敌人%d+%d点伤害,,,,,,,,所有敌人%d+%d点伤害
20489,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20490,所有敌人%d+%d点伤害,,,,,,,,所有敌人%d+%d点伤害
20491,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20492,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20493,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20494,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20495,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20496,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20497,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20498,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20499,攻击时有10%概率给予所有敌人%d+%d点伤害,,,,,,,,攻击时有10%概率给予所有敌人%d+%d点伤害
20500,两连击，每次造成%d+%d点伤害,,,,,,,,两连击，每次造成%d+%d点伤害
20501,触发眩晕,,,,,,,,触发眩晕
20502,眩晕,,10214,,,,,,眩晕
20503,受伤减免,,10212,,,,,,受伤减免
20504,受伤减免,,10212,,,,,,受伤减免
20505,受伤减免,,10212,,,,,,受伤减免
20506,受伤减免,,10212,,,,,,受伤减免
20507,受伤减免,,10212,,,,,,受伤减免
20508,受伤减免,,10212,,,,,,受伤减免
20509,受伤减免,,10212,,,,,,受伤减免
20510,受伤减免,,10212,,,,,,受伤减免
20511,受伤减免,,10212,,,,,,受伤减免
20512,受伤减免,,10212,,,,,,受伤减免
20513,受伤减免,,10212,,,,,,受伤减免
20514,受伤减免,,10212,,,,,,受伤减免
20515,受伤减免,,10212,,,,,,受伤减免
20516,受伤减免,,10212,,,,,,受伤减免
20517,受伤减免,,10212,,,,,,受伤减免
20518,连击伤害,,,,,,,,连击伤害
20519,连击伤害,,,,,,,,连击伤害
20520,连击伤害,,,,,,,,连击伤害
20521,连击伤害,,,,,,,,连击伤害
20522,连击伤害,,,,,,,,连击伤害
20523,连击伤害,,,,,,,,连击伤害
20524,连击伤害,,,,,,,,连击伤害
20525,连击伤害,,,,,,,,连击伤害
20526,连击伤害,,,,,,,,连击伤害
20527,连击伤害,,,,,,,,连击伤害
20528,连击伤害,,,,,,,,连击伤害
20529,连击伤害,,,,,,,,连击伤害
20530,连击伤害,,,,,,,,连击伤害
20531,连击伤害,,,,,,,,连击伤害
20532,连击伤害,,,,,,,,连击伤害
20533,攻击触发连击,,,,,,,,攻击触发连击
30001,攻击触发命中降低,,,,,,,,攻击触发命中降低
30002,命中降低3回合,,,,,,,,命中降低3回合
30003,攻击触发命中降低,,,,,,,,攻击触发命中降低
30004,命中降低3回合,,,,,,,,命中降低3回合
30005,攻击触发命中降低,,,,,,,,攻击触发命中降低
30006,溅射伤害,,,,,,,,溅射伤害
30007,无视防御,,,,,,,,无视防御
30008,无视防御,,,,,,,,无视防御
30009,必然暴击,,,,,,,,必然暴击
30010,伤害转换生命,,,,,,,,伤害转换生命
30011,转换25%的生命,,,,,,,,转换25%的生命
30012,伤害转换生命,,,,,,,,伤害转换生命
30013,转换15%的生命,,,,,,,,转换15%的生命
30014,闪避提升,,,,,,,,闪避提升
30015,伤害增加,,,,,,,,伤害增加
30016,伤害增加,,,,,,,,伤害增加
30017,回复生命,,,,,,,,回复生命
30018,攻击触发伤害转换生命,,,,,,,,攻击触发伤害转换生命
30019,转换生命,,,,,,,,转换生命
30020,攻击触发伤害转换生命,,,,,,,,攻击触发伤害转换生命
30021,转换生命,,,,,,,,转换生命
30022,闪避提升,,,,,,,,闪避提升
30023,伤害增加,,,,,,,,伤害增加
30024,伤害增加,,,,,,,,伤害增加
30025,攻击触发生命降低,,,,,,,,攻击触发生命降低
30026,生命扣除,,,,,,,,生命扣除
30027,强制保留生命,,,,,,,,强制保留生命
30028,强制保留生命,,,,,,,,强制保留生命
30029,回复生命,,,,,,,,回复生命
30030,攻击触发眩晕,,,,,,,,攻击触发眩晕
30031,眩晕,,,,,,,,眩晕
30032,攻击触发眩晕,,,,,,,,攻击触发眩晕
30033,眩晕,,,,,,,,眩晕
30034,溅射伤害,,,,,,,,溅射伤害
30035,背后伤害,,,,,,,,背后伤害
30036,背后伤害,,,,,,,,背后伤害
30037,攻击宠物,,,,,,,,攻击宠物
30038,攻击触发眩晕,,,,,,,,攻击触发眩晕
30039,眩晕,,,,,,,,眩晕
30040,伤害增加,,,,,,,,伤害增加
30041,溅射伤害,,,,,,,,溅射伤害
30042,攻击仙君,,,,,,,,攻击仙君
30043,攻击仙君,,,,,,,,攻击仙君
30044,攻击触发防御降低,,,,,,,,攻击触发防御降低
30045,防御降低,,,,,,,,防御降低
30046,防御提升,,,,,,,,防御提升
30047,无视防御,,,,,,,,无视防御
30048,攻击触发眩晕,,,,,,,,攻击触发眩晕
30049,眩晕,,,,,,,,眩晕
30050,伤害增加,,,,,,,,伤害增加
30051,无视防御,,,,,,,,无视防御
30052,无视防御,,,,,,,,无视防御
30053,必然暴击,,,,,,,,必然暴击
30054,复活,,,,,,,,复活
30055,复活,,,,,,,,复活
30056,回复生命,,,,,,,,回复生命
30057,受到攻击触发反击,,,,,,,,受到攻击触发反击
30058,反击,,,,,,,,反击
30059,受到攻击触发反击,,,,,,,,受到攻击触发反击
30060,反击,,,,,,,,反击
30061,受到攻击触发伤害减免,,,,,,,,受到攻击触发伤害减免
30062,伤害减免PVP,,,,,,,,伤害减免PVP
30063,生命扣除,,,,,,,,生命扣除
30064,生命扣除,,,,,,,,生命扣除
30065,伤害增加,,,,,,,,伤害增加
30066,伤害增加,,,,,,,,伤害增加
30067,伤害增加,,,,,,,,伤害增加
30068,必中,,,,,,,,必中
30069,开场触发状态,,,,,,,,开场触发状态
30070,嘲讽,,,,,,,,嘲讽
30071,受伤减免,,,,,,,,受伤减免
30072,触发眩晕,,,,,,,,触发眩晕
30073,眩晕,,,,,,,,眩晕
30074,添加状态,,,,,,,,添加状态
30075,状态触发,,,,,,,,状态触发
30076,混乱,,,,,,,,混乱
30077,状态触发,,,,,,,"""jnm_name015""",状态触发
30078,眩晕,,,,,,,,眩晕
30079,状态触发,,,,,,,,状态触发
30080,攻击提升,,,,,,,,攻击提升
30081,攻击触发生命降低,,,,,,,,攻击触发生命降低
30082,中毒,,,,,,,,中毒
30083,真实伤害,,,,,,,,真实伤害
30084,状态连击,,,,,,,"""jnm_name004""",状态连击
30085,状态添加,,,,,,,,状态添加
30086,状态触发,,,,,,,"""jnm_name005""",状态触发
30087,生命扣除,,,,,,,,生命扣除
30088,状态触发,,,,,,,,状态触发
30089,生命恢复,,,,,,,,生命恢复
30090,状态添加,,,,,,,,状态添加
30091,状态触发,,,,,,,,状态触发
30092,不能恢复生命,,,,,,,,不能恢复生命
30093,状态触发,,,,,,,,状态触发
30094,恢复生命,,,,,,,,恢复生命
30095,反弹伤害,,,,,,,,反弹伤害
30096,伤害增加,,,,,,,,伤害增加
30097,状态添加,,,,,,,,状态添加
30098,状态触发,,,,,,,,状态触发
30099,额外伤害,,,,,,,,额外伤害
30100,秒杀,,,,,,,"""jnm_name008""",秒杀
30101,负面状态,,,,,,,,负面状态
30102,死亡触发,,,,,,,,死亡触发
30103,概率复活,,,,,,,,概率复活
30104,集火,,,,,,,,集火
30105,状态添加,,,,,,,,状态添加
30106,状态触发,,,,,,,,状态触发
30107,降低防攻,,,,,,,,降低防攻
30108,状态添加,,,,,,,,状态添加
30109,生命恢复,,,,,,,"""jnm_name023""",生命恢复
30110,状态添加,,,,,,,,状态添加
30111,攻击提升,,,,,,,,攻击提升
30112,状态触发,,,,,,,,状态触发
30113,暴击提升,,,,,,,,暴击提升
30114,状态添加,,,,,,,,状态添加
30115,再次伤害,,,,,,,"""jnm_name010""",再次伤害
30116,治疗攻击,,,,,,,,治疗攻击
30117,状态添加,,,,,,,,状态添加
30118,免伤,,,,,,,,免伤
30119,防御提升,,,,,,,,防御提升
30120,伤害总额,,,,,,,,伤害总额
30121,攻击提升,,,,,,,"""jnm_name025""",攻击提升
30122,状态添加,,,,,,,,状态添加
30123,必暴、暴击提升,,,,,,,,必暴、暴击提升
30124,状态添加,,,,,,,,状态添加
30125,分摊伤害,,,,,,,,分摊伤害
30126,开场触发状态,,,,,,,,开场触发状态
30127,嘲讽,,,,,,,,嘲讽
30128,受伤减免,,,,,,,,受伤减免
30129,触发眩晕,,,,,,,,触发眩晕
30130,眩晕,,,,,,,,眩晕
30131,添加状态,,,,,,,,添加状态
30132,状态触发,,,,,,,,状态触发
30133,混乱,,,,,,,,混乱
30134,状态触发,,,,,,,,状态触发
30135,眩晕,,,,,,,,眩晕
30136,状态触发,,,,,,,,状态触发
30137,攻击提升,,,,,,,,攻击提升
30138,攻击触发生命降低,,,,,,,,攻击触发生命降低
30139,中毒,,,,,,,,中毒
30140,真实伤害,,,,,,,,真实伤害
30141,状态连击,,,,,,,,状态连击
30142,状态添加,,,,,,,,状态添加
30143,状态触发,,,,,,,,状态触发
30144,生命扣除,,,,,,,,生命扣除
30145,状态触发,,,,,,,,状态触发
30146,生命恢复,,,,,,,,生命恢复
30147,状态添加,,,,,,,,状态添加
30148,状态触发,,,,,,,,状态触发
30149,不能恢复生命,,,,,,,,不能恢复生命
30150,状态触发,,,,,,,,状态触发
30151,恢复生命,,,,,,,,恢复生命
30152,反弹伤害,,,,,,,,反弹伤害
30153,伤害增加,,,,,,,,伤害增加
30154,状态添加,,,,,,,"""jnm_name007""",状态添加
30155,状态触发,,,,,,,,状态触发
30156,额外伤害,,,,,,,,额外伤害
30157,秒杀,,,,,,,,秒杀
30158,负面状态,,,,,,,,负面状态
30159,死亡触发,,,,,,,,死亡触发
30160,概率复活,,,,,,,,概率复活
30161,集火,,,,,,,,集火
30162,状态添加,,,,,,,,状态添加
30163,状态触发,,,,,,,,状态触发
30164,降低防攻,,,,,,,,降低防攻
30165,状态添加,,,,,,,,状态添加
30166,生命恢复,,,,,,,,生命恢复
30167,状态添加,,,,,,,,状态添加
30168,攻击提升,,,,,,,"""jnm_name024""",攻击提升
30169,状态触发,,,,,,,,状态触发
30170,暴击提升,,,,,,,,暴击提升
30171,状态添加,,,,,,,,状态添加
30172,再次伤害,,,,,,,,再次伤害
30173,治疗攻击,,,,,,,,治疗攻击
30174,状态添加,,,,,,,,状态添加
30175,免伤,,,,,,,,免伤
30176,防御提升,,,,,,,,防御提升
30177,伤害总额,,,,,,,,伤害总额
30178,攻击提升,,,,,,,,攻击提升
30179,状态添加,,,,,,,,状态添加
30180,必暴、暴击提升,,,,,,,,必暴、暴击提升
30181,状态添加,,,,,,,,状态添加
30182,分摊伤害,,,,,,,"""jnm_name027""",分摊伤害
30183,开场触发状态,,,,,,,,开场触发状态
30184,嘲讽,,,,,,,,嘲讽
30185,受伤减免,,,,,,,,受伤减免
30186,触发眩晕,,,,,,,,触发眩晕
30187,眩晕,,,,,,,,眩晕
30188,添加状态,,,,,,,,添加状态
30189,状态触发,,,,,,,,状态触发
30190,混乱,,,,,,,,混乱
30191,状态触发,,,,,,,,状态触发
30192,眩晕,,,,,,,,眩晕
30193,状态触发,,,,,,,,状态触发
30194,攻击提升,,,,,,,,攻击提升
30195,攻击触发生命降低,,,,,,,,攻击触发生命降低
30196,中毒,,,,,,,,中毒
30197,真实伤害,,,,,,,,真实伤害
30198,状态连击,,,,,,,,状态连击
30199,状态添加,,,,,,,,状态添加
30200,状态触发,,,,,,,,状态触发
30201,生命扣除,,,,,,,,生命扣除
30202,状态触发,,,,,,,,状态触发
30203,生命恢复,,,,,,,,生命恢复
30204,状态添加,,,,,,,,状态添加
30205,状态触发,,,,,,,,状态触发
30206,不能恢复生命,,,,,,,,不能恢复生命
30207,状态触发,,,,,,,,状态触发
30208,恢复生命,,,,,,,,恢复生命
30209,反弹伤害,,,,,,,,反弹伤害
30210,伤害增加,,,,,,,"""jnm_name006""",伤害增加
30211,状态添加,,,,,,,,状态添加
30212,状态触发,,,,,,,,状态触发
30213,额外伤害,,,,,,,,额外伤害
30214,秒杀,,,,,,,,秒杀
30215,负面状态,,,,,,,,负面状态
30216,死亡触发,,,,,,,,死亡触发
30217,概率复活,,,,,,,,概率复活
30218,集火,,,,,,,,集火
30219,状态添加,,,,,,,,状态添加
30220,状态触发,,,,,,,"""jnm_name018""",状态触发
30221,降低防攻,,,,,,,,降低防攻
30222,状态添加,,,,,,,,状态添加
30223,生命恢复,,,,,,,,生命恢复
30224,状态添加,,,,,,,,状态添加
30225,攻击提升,,,,,,,,攻击提升
30226,状态触发,,,,,,,,状态触发
30227,暴击提升,,,,,,,,暴击提升
30228,状态添加,,,,,,,,状态添加
30229,再次伤害,,,,,,,,再次伤害
30230,治疗攻击,,,,,,,,治疗攻击
30231,状态添加,,,,,,,"""jnm_name026""",状态添加
30232,免伤,,,,,,,,免伤
30233,防御提升,,,,,,,,防御提升
30234,伤害总额,,,,,,,,伤害总额
30235,攻击提升,,,,,,,,攻击提升
30236,状态添加,,,,,,,,状态添加
30237,必暴、暴击提升,,,,,,,,必暴、暴击提升
30238,状态添加,,,,,,,,状态添加
30239,分摊伤害,,,,,,,,分摊伤害
30240,开场触发状态,,,,,,,,开场触发状态
30241,嘲讽,,,,,,,,嘲讽
30242,受伤减免,,,,,,,,受伤减免
30243,触发眩晕,,,,,,,"""jnm_name013""",触发眩晕
30244,眩晕,,,,,,,,眩晕
30245,添加状态,,,,,,,,添加状态
30246,状态触发,,,,,,,,状态触发
30247,混乱,,,,,,,,混乱
30248,状态触发,,,,,,,,状态触发
30249,眩晕,,,,,,,,眩晕
30250,状态触发,,,,,,,,状态触发
30251,攻击提升,,,,,,,"""jnm_name001""",攻击提升
30252,攻击触发生命降低,,,,,,,,攻击触发生命降低
30253,中毒,,,,,,,,中毒
30254,真实伤害,,,,,,,,真实伤害
30255,状态连击,,,,,,,,状态连击
30256,状态添加,,,,,,,,状态添加
30257,状态触发,,,,,,,,状态触发
30258,生命扣除,,,,,,,,生命扣除
30259,状态触发,,,,,,,,状态触发
30260,生命恢复,,,,,,,,生命恢复
30261,状态添加,,,,,,,,状态添加
30262,状态触发,,,,,,,"""jnm_name019""",状态触发
30263,不能恢复生命,,,,,,,,不能恢复生命
30264,状态触发,,,,,,,,状态触发
30265,恢复生命,,,,,,,,恢复生命
30266,反弹伤害,,,,,,,"""jnm_name029""",反弹伤害
30267,伤害增加,,,,,,,,伤害增加
30268,状态添加,,,,,,,,状态添加
30269,状态触发,,,,,,,,状态触发
30270,额外伤害,,,,,,,,额外伤害
30271,秒杀,,,,,,,,秒杀
30272,负面状态,,,,,,,"""jnm_name017""",负面状态
30273,死亡触发,,,,,,,,死亡触发
30274,概率复活,,,,,,,,概率复活
30275,集火,,,,,,,,集火
30276,状态添加,,,,,,,,状态添加
30277,状态触发,,,,,,,,状态触发
30278,降低防攻,,,,,,,,降低防攻
30279,状态添加,,,,,,,,状态添加
30280,生命恢复,,,,,,,,生命恢复
30281,状态添加,,,,,,,,状态添加
30282,攻击提升,,,,,,,,攻击提升
30283,状态触发,,,,,,,,状态触发
30284,暴击提升,,,,,,,,暴击提升
30285,状态添加,,,,,,,,状态添加
30286,再次伤害,,,,,,,,再次伤害
30287,治疗攻击,,,,,,,,治疗攻击
30288,状态添加,,,,,,,,状态添加
30289,免伤,,,,,,,,免伤
30290,防御提升,,,,,,,,防御提升
30291,伤害总额,,,,,,,,伤害总额
30292,攻击提升,,,,,,,,攻击提升
30293,状态添加,,,,,,,,状态添加
30294,必暴、暴击提升,,,,,,,"""jnm_name012""",必暴、暴击提升
30295,状态添加,,,,,,,,状态添加
30296,分摊伤害,,,,,,,,分摊伤害
30297,开场触发状态,,,,,,,,开场触发状态
30298,嘲讽,,,,,,,,嘲讽
30299,受伤减免,,,,,,,"""jnm_name028""",受伤减免
30300,触发眩晕,,,,,,,,触发眩晕
30301,眩晕,,,,,,,,眩晕
30302,添加状态,,,,,,,,添加状态
30303,状态触发,,,,,,,"""jnm_name014""",状态触发
30304,混乱,,,,,,,,混乱
30305,状态触发,,,,,,,,状态触发
30306,眩晕,,,,,,,,眩晕
30307,状态触发,,,,,,,,状态触发
30308,攻击提升,,,,,,,,攻击提升
30309,攻击触发生命降低,,,,,,,"""jnm_name002""",攻击触发生命降低
30310,中毒,,,,,,,,中毒
30311,真实伤害,,,,,,,"""jnm_name003""",真实伤害
30312,状态连击,,,,,,,,状态连击
30313,状态添加,,,,,,,,状态添加
30314,状态触发,,,,,,,,状态触发
30315,生命扣除,,,,,,,,生命扣除
30316,状态触发,,,,,,,,状态触发
30317,生命恢复,,,,,,,"""jnm_name016""",生命恢复
30318,状态添加,,,,,,,,状态添加
30319,状态触发,,,,,,,,状态触发
30320,不能恢复生命,,,,,,,,不能恢复生命
30321,状态触发,,,,,,,,状态触发
30322,恢复生命,,,,,,,"""jnm_name020""",恢复生命
30323,反弹伤害,,,,,,,,反弹伤害
30324,伤害增加,,,,,,,,伤害增加
30325,状态添加,,,,,,,,状态添加
30326,状态触发,,,,,,,,状态触发
30327,额外伤害,,,,,,,,额外伤害
30328,秒杀,,,,,,,,秒杀
30329,负面状态,,,,,,,,负面状态
30330,死亡触发,,,,,,,,死亡触发
30331,概率复活,,,,,,,"""jnm_name021""",概率复活
30332,集火,,,,,,,,集火
30333,状态添加,,,,,,,,状态添加
30334,状态触发,,,,,,,,状态触发
30335,降低防攻,,,,,,,,降低防攻
30336,状态添加,,,,,,,,状态添加
30337,生命恢复,,,,,,,,生命恢复
30338,状态添加,,,,,,,,状态添加
30339,攻击提升,,,,,,,,攻击提升
30340,状态触发,,,,,,,,状态触发
30341,暴击提升,,,,,,,"""jnm_name009""",暴击提升
30342,状态添加,,,,,,,,状态添加
30343,再次伤害,,,,,,,,再次伤害
30344,治疗攻击,,,,,,,"""jnm_name011""",治疗攻击
30345,状态添加,,,,,,,,状态添加
30346,免伤,,,,,,,,免伤
30347,防御提升,,,,,,,,防御提升
30348,伤害总额,,,,,,,,伤害总额
30349,攻击提升,,,,,,,,攻击提升
30350,状态添加,,,,,,,,状态添加
30351,必暴、暴击提升,,,,,,,,必暴、暴击提升
30352,状态添加,,,,,,,,状态添加
30353,分摊伤害,,,,,,,,分摊伤害
30354,伤害提升,,,,,,,,伤害提升
30355,状态触发,,,,,,,,状态触发
30356,伤害提升,,,,,,,"""jnm_name022""",伤害提升
30357,暴击,,,,,,,,暴击
30358,溅射伤害,,,,,,,,溅射伤害
30359,暴击,,,,,,,,暴击
30360,溅射伤害,,,,,,,,溅射伤害
30361,暴击,,,,,,,,暴击
30362,真实伤害,,,,,,,,真实伤害
30363,状态触发,,,,,,,,状态触发
30364,嘲讽、防御,,,,,,,,嘲讽、防御
30365,状态触发,,,,,,,,状态触发
30366,嘲讽、防御,,,,,,,,嘲讽、防御
30367,状态触发,,,,,,,,状态触发
30368,扣血全攻,,,,,,,,扣血全攻
30369,状态添加,,,,,,,,状态添加
30370,状态触发,,,,,,,,状态触发
30371,目标伤害,,,,,,,,目标伤害
30372,状态添加,,,,,,,,状态添加
30373,状态触发,,,,,,,,状态触发
30374,目标伤害,,,,,,,,目标伤害
30375,状态添加,,,,,,,,状态添加
30376,状态触发,,,,,,,,状态触发
30377,目标伤害,,,,,,,,目标伤害
