等级索引,需要经验,奖励内容,属性
212,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',81643},{'demage',32657},{'hujia',8164}"
213,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',82265},{'demage',32906},{'hujia',8226}"
214,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',82889},{'demage',33155},{'hujia',8288}"
215,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',83515},{'demage',33406},{'hujia',8351}"
216,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',84143},{'demage',33657},{'hujia',8414}"
217,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',84774},{'demage',33909},{'hujia',8477}"
218,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',85407},{'demage',34162},{'hujia',8540}"
219,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',86042},{'demage',34416},{'hujia',8604}"
220,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',86679},{'demage',34671},{'hujia',8667}"
221,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',87319},{'demage',34927},{'hujia',8731}"
222,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',87960},{'demage',35184},{'hujia',8796}"
223,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',88604},{'demage',35441},{'hujia',8860}"
224,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60018,1}","{'maxhp',89250},{'demage',35700},{'hujia',8925}"
225,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',89899},{'demage',35959},{'hujia',8989}"
226,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',90549},{'demage',36219},{'hujia',9054}"
227,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',91202},{'demage',36480},{'hujia',9120}"
228,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',91857},{'demage',36742},{'hujia',9185}"
229,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',92515},{'demage',37006},{'hujia',9251}"
230,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',93174},{'demage',37269},{'hujia',9317}"
231,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',93836},{'demage',37534},{'hujia',9383}"
232,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',94500},{'demage',37800},{'hujia',9450}"
233,100,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',95166},{'demage',38066},{'hujia',9516}"
234,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',95834},{'demage',38333},{'hujia',9583}"
235,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',96505},{'demage',38602},{'hujia',9650}"
236,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',97178},{'demage',38871},{'hujia',9717}"
237,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',97853},{'demage',39141},{'hujia',9785}"
238,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',98530},{'demage',39412},{'hujia',9853}"
239,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',99209},{'demage',39683},{'hujia',9920}"
240,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',99891},{'demage',39956},{'hujia',9989}"
241,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',100575},{'demage',40230},{'hujia',10057}"
242,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',101261},{'demage',40504},{'hujia',10126}"
243,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',101949},{'demage',40779},{'hujia',10194}"
244,112,"{""facContribute"",200},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',102640},{'demage',41056},{'hujia',10264}"
245,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',103333},{'demage',41333},{'hujia',10333}"
246,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',104028},{'demage',41611},{'hujia',10402}"
247,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',104725},{'demage',41890},{'hujia',10472}"
248,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',105424},{'demage',42169},{'hujia',10542}"
249,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',106126},{'demage',42450},{'hujia',10612}"
250,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',106830},{'demage',42732},{'hujia',10683}"
251,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',107536},{'demage',43014},{'hujia',10753}"
252,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',108244},{'demage',43297},{'hujia',10824}"
253,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',108955},{'demage',43582},{'hujia',10895}"
254,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',109668},{'demage',43867},{'hujia',10966}"
255,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',110383},{'demage',44153},{'hujia',11038}"
256,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',111100},{'demage',44440},{'hujia',11110}"
257,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',111819},{'demage',44727},{'hujia',11181}"
258,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',112541},{'demage',45016},{'hujia',11254}"
259,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',113265},{'demage',45306},{'hujia',11326}"
260,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',113991},{'demage',45596},{'hujia',11399}"
261,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',114719},{'demage',45887},{'hujia',11471}"
262,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',115450},{'demage',46180},{'hujia',11545}"
263,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',116183},{'demage',46473},{'hujia',11618}"
264,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60018,1}","{'maxhp',116918},{'demage',46767},{'hujia',11691}"
265,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',117655},{'demage',47062},{'hujia',11765}"
266,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',118394},{'demage',47357},{'hujia',11839}"
267,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',119136},{'demage',47654},{'hujia',11913}"
268,112,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',119880},{'demage',47952},{'hujia',11988}"
269,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',120626},{'demage',48250},{'hujia',12062}"
270,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',121374},{'demage',48549},{'hujia',12137}"
271,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',122125},{'demage',48850},{'hujia',12212}"
272,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',122877},{'demage',49150},{'hujia',12287}"
273,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',123632},{'demage',49452},{'hujia',12363}"
274,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',124389},{'demage',49755},{'hujia',12438}"
275,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',125149},{'demage',50059},{'hujia',12514}"
276,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',125910},{'demage',50364},{'hujia',12591}"
277,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',126674},{'demage',50669},{'hujia',12667}"
278,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',127440},{'demage',50976},{'hujia',12744}"
279,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',128209},{'demage',51283},{'hujia',12820}"
280,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',128979},{'demage',51591},{'hujia',12897}"
281,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',129752},{'demage',51900},{'hujia',12975}"
282,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',130527},{'demage',52210},{'hujia',13052}"
283,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',131304},{'demage',52521},{'hujia',13130}"
284,124,"{""facContribute"",224},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',132083},{'demage',52833},{'hujia',13208}"
285,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',132865},{'demage',53146},{'hujia',13286}"
286,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',133649},{'demage',53459},{'hujia',13364}"
287,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',134435},{'demage',53774},{'hujia',13443}"
288,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',135223},{'demage',54089},{'hujia',13522}"
289,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',136013},{'demage',54405},{'hujia',13601}"
290,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',136806},{'demage',54722},{'hujia',13680}"
291,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',137601},{'demage',55040},{'hujia',13760}"
292,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',138398},{'demage',55359},{'hujia',13839}"
293,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',139197},{'demage',55678},{'hujia',13919}"
294,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',139999},{'demage',55999},{'hujia',13999}"
295,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',140803},{'demage',56321},{'hujia',14080}"
296,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',141609},{'demage',56643},{'hujia',14160}"
297,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',142417},{'demage',56966},{'hujia',14241}"
298,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',143227},{'demage',57290},{'hujia',14322}"
299,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',144040},{'demage',57616},{'hujia',14404}"
300,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',144855},{'demage',57942},{'hujia',14485}"
301,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',145672},{'demage',58268},{'hujia',14567}"
302,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',146491},{'demage',58596},{'hujia',14649}"
303,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',147313},{'demage',58925},{'hujia',14731}"
304,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60018,1}","{'maxhp',148137},{'demage',59254},{'hujia',14813}"
305,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',148963},{'demage',59585},{'hujia',14896}"
306,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',149791},{'demage',59916},{'hujia',14979}"
307,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',150621},{'demage',60248},{'hujia',15062}"
308,124,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',151454},{'demage',60581},{'hujia',15145}"
309,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',152289},{'demage',60915},{'hujia',15228}"
310,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',153126},{'demage',61250},{'hujia',15312}"
311,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',153965},{'demage',61586},{'hujia',15396}"
312,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',154807},{'demage',61922},{'hujia',15480}"
313,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',155651},{'demage',62260},{'hujia',15565}"
314,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',156497},{'demage',62598},{'hujia',15649}"
315,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',157345},{'demage',62938},{'hujia',15734}"
316,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',158195},{'demage',63278},{'hujia',15819}"
317,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',159048},{'demage',63619},{'hujia',15904}"
318,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',159903},{'demage',63961},{'hujia',15990}"
319,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',160760},{'demage',64304},{'hujia',16076}"
320,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',161619},{'demage',64647},{'hujia',16161}"
321,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',162481},{'demage',64992},{'hujia',16248}"
322,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',163344},{'demage',65337},{'hujia',16334}"
323,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',164210},{'demage',65684},{'hujia',16421}"
324,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',165078},{'demage',66031},{'hujia',16507}"
325,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',165949},{'demage',66379},{'hujia',16594}"
326,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',166821},{'demage',66728},{'hujia',16682}"
327,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',167696},{'demage',67078},{'hujia',16769}"
328,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',168573},{'demage',67429},{'hujia',16857}"
329,136,"{""facContribute"",252},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',169453},{'demage',67781},{'hujia',16945}"
330,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',170334},{'demage',68133},{'hujia',17033}"
331,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',171218},{'demage',68487},{'hujia',17121}"
332,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',172104},{'demage',68841},{'hujia',17210}"
333,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',172992},{'demage',69196},{'hujia',17299}"
334,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',173882},{'demage',69552},{'hujia',17388}"
335,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',174775},{'demage',69910},{'hujia',17477}"
336,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',175670},{'demage',70268},{'hujia',17567}"
337,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',176567},{'demage',70626},{'hujia',17656}"
338,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',177466},{'demage',70986},{'hujia',17746}"
339,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',178367},{'demage',71346},{'hujia',17836}"
340,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',179271},{'demage',71708},{'hujia',17927}"
341,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',180177},{'demage',72070},{'hujia',18017}"
342,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',181085},{'demage',72434},{'hujia',18108}"
343,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',181995},{'demage',72798},{'hujia',18199}"
344,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60018,1}","{'maxhp',182908},{'demage',73163},{'hujia',18290}"
345,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',183823},{'demage',73529},{'hujia',18382}"
346,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',184740},{'demage',73896},{'hujia',18474}"
347,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',185659},{'demage',74263},{'hujia',18565}"
348,136,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',186580},{'demage',74632},{'hujia',18658}"
349,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',187504},{'demage',75001},{'hujia',18750}"
350,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',188430},{'demage',75372},{'hujia',18843}"
351,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',189358},{'demage',75743},{'hujia',18935}"
352,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',190288},{'demage',76115},{'hujia',19028}"
353,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',191221},{'demage',76488},{'hujia',19122}"
354,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',192156},{'demage',76862},{'hujia',19215}"
355,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',193093},{'demage',77237},{'hujia',19309}"
356,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',194032},{'demage',77612},{'hujia',19403}"
357,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',194973},{'demage',77989},{'hujia',19497}"
358,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',195917},{'demage',78366},{'hujia',19591}"
359,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',196863},{'demage',78745},{'hujia',19686}"
360,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',197811},{'demage',79124},{'hujia',19781}"
361,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',198761},{'demage',79504},{'hujia',19876}"
362,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',199714},{'demage',79885},{'hujia',19971}"
363,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',200669},{'demage',80267},{'hujia',20066}"
364,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',201626},{'demage',80650},{'hujia',20162}"
365,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',202585},{'demage',81034},{'hujia',20258}"
366,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',203546},{'demage',81418},{'hujia',20354}"
367,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',204510},{'demage',81804},{'hujia',20451}"
368,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',205476},{'demage',82190},{'hujia',20547}"
369,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',206444},{'demage',82577},{'hujia',20644}"
370,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',207414},{'demage',82965},{'hujia',20741}"
371,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',208387},{'demage',83354},{'hujia',20838}"
372,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',209361},{'demage',83744},{'hujia',20936}"
373,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',210338},{'demage',84135},{'hujia',21033}"
374,150,"{""facContribute"",278},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',211317},{'demage',84526},{'hujia',21131}"
375,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',212299},{'demage',84919},{'hujia',21229}"
376,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',213282},{'demage',85312},{'hujia',21328}"
377,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',214268},{'demage',85707},{'hujia',21426}"
378,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',215256},{'demage',86102},{'hujia',21525}"
379,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',216247},{'demage',86498},{'hujia',21624}"
380,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',217239},{'demage',86895},{'hujia',21723}"
381,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',218234},{'demage',87293},{'hujia',21823}"
382,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',219231},{'demage',87692},{'hujia',21923}"
383,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',220230},{'demage',88092},{'hujia',22023}"
384,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60018,1}","{'maxhp',221231},{'demage',88492},{'hujia',22123}"
385,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',222235},{'demage',88894},{'hujia',22223}"
386,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',223241},{'demage',89296},{'hujia',22324}"
387,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',224249},{'demage',89699},{'hujia',22424}"
388,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',225259},{'demage',90103},{'hujia',22525}"
389,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',226271},{'demage',90508},{'hujia',22627}"
390,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',227286},{'demage',90914},{'hujia',22728}"
391,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',228303},{'demage',91321},{'hujia',22830}"
392,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',229322},{'demage',91728},{'hujia',22932}"
393,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',230343},{'demage',92137},{'hujia',23034}"
394,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',231367},{'demage',92546},{'hujia',23136}"
395,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',232393},{'demage',92957},{'hujia',23239}"
396,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',233421},{'demage',93368},{'hujia',23342}"
397,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',234451},{'demage',93780},{'hujia',23445}"
398,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',235483},{'demage',94193},{'hujia',23548}"
399,150,"{""facContribute"",300},{""bindRmb"",200},{""item"",60017,1}","{'maxhp',236518},{'demage',94607},{'hujia',23651}"
400,,,"{'maxhp',237555},{'demage',95022},{'hujia',23755}"
