等级索引,需要经验,奖励内容,属性
215,100,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',55290},{'demage',22116},{'hujia',5529}"
216,100,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',55698},{'demage',22279},{'hujia',5569}"
217,100,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',56108},{'demage',22443},{'hujia',5610}"
218,100,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',56520},{'demage',22608},{'hujia',5652}"
219,100,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',56933},{'demage',22773},{'hujia',5693}"
220,100,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',57347},{'demage',22938},{'hujia',5734}"
221,100,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',57763},{'demage',23105},{'hujia',5776}"
222,100,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',58180},{'demage',23272},{'hujia',5818}"
223,100,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',58598},{'demage',23439},{'hujia',5859}"
224,100,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',59018},{'demage',23607},{'hujia',5901}"
225,100,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',59440},{'demage',23776},{'hujia',5944}"
226,100,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',59862},{'demage',23944},{'hujia',5986}"
227,100,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',60286},{'demage',24114},{'hujia',6028}"
228,100,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',60712},{'demage',24284},{'hujia',6071}"
229,100,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',61139},{'demage',24455},{'hujia',6113}"
230,100,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',61567},{'demage',24626},{'hujia',6156}"
231,100,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',61997},{'demage',24798},{'hujia',6199}"
232,100,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',62428},{'demage',24971},{'hujia',6242}"
233,100,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',62860},{'demage',25144},{'hujia',6286}"
234,112,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',63294},{'demage',25317},{'hujia',6329}"
235,112,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',63730},{'demage',25492},{'hujia',6373}"
236,112,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',64166},{'demage',25666},{'hujia',6416}"
237,112,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',64604},{'demage',25841},{'hujia',6460}"
238,112,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',65044},{'demage',26017},{'hujia',6504}"
239,112,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',65485},{'demage',26194},{'hujia',6548}"
240,112,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',65927},{'demage',26370},{'hujia',6592}"
241,112,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',66371},{'demage',26548},{'hujia',6637}"
242,112,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',66816},{'demage',26726},{'hujia',6681}"
243,112,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',67262},{'demage',26904},{'hujia',6726}"
244,112,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',67710},{'demage',27084},{'hujia',6771}"
245,112,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',68160},{'demage',27264},{'hujia',6816}"
246,112,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',68610},{'demage',27444},{'hujia',6861}"
247,112,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',69062},{'demage',27624},{'hujia',6906}"
248,112,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',69516},{'demage',27806},{'hujia',6951}"
249,112,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',69971},{'demage',27988},{'hujia',6997}"
250,112,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',70427},{'demage',28170},{'hujia',7042}"
251,112,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',70885},{'demage',28354},{'hujia',7088}"
252,112,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',71344},{'demage',28537},{'hujia',7134}"
253,112,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',71804},{'demage',28721},{'hujia',7180}"
254,112,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',72266},{'demage',28906},{'hujia',7226}"
255,112,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',72730},{'demage',29092},{'hujia',7273}"
256,112,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',73194},{'demage',29277},{'hujia',7319}"
257,112,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',73660},{'demage',29464},{'hujia',7366}"
258,112,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',74128},{'demage',29651},{'hujia',7412}"
259,112,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',74597},{'demage',29838},{'hujia',7459}"
260,112,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',75067},{'demage',30026},{'hujia',7506}"
261,112,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',75539},{'demage',30215},{'hujia',7553}"
262,112,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',76012},{'demage',30404},{'hujia',7601}"
263,112,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',76486},{'demage',30594},{'hujia',7648}"
264,112,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',76962},{'demage',30784},{'hujia',7696}"
265,112,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',77440},{'demage',30976},{'hujia',7744}"
266,112,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',77918},{'demage',31167},{'hujia',7791}"
267,112,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',78398},{'demage',31359},{'hujia',7839}"
268,112,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',78880},{'demage',31552},{'hujia',7888}"
269,124,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',79363},{'demage',31745},{'hujia',7936}"
270,124,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',79847},{'demage',31938},{'hujia',7984}"
271,124,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',80333},{'demage',32133},{'hujia',8033}"
272,124,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',80820},{'demage',32328},{'hujia',8082}"
273,124,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',81308},{'demage',32523},{'hujia',8130}"
274,124,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',81798},{'demage',32719},{'hujia',8179}"
275,124,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',82290},{'demage',32916},{'hujia',8229}"
276,124,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',82782},{'demage',33112},{'hujia',8278}"
277,124,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',83276},{'demage',33310},{'hujia',8327}"
278,124,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',83772},{'demage',33508},{'hujia',8377}"
279,124,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',84269},{'demage',33707},{'hujia',8426}"
280,124,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',84767},{'demage',33906},{'hujia',8476}"
281,124,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',85267},{'demage',34106},{'hujia',8526}"
282,124,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',85768},{'demage',34307},{'hujia',8576}"
283,124,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',86270},{'demage',34508},{'hujia',8627}"
284,124,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',86774},{'demage',34709},{'hujia',8677}"
285,124,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',87280},{'demage',34912},{'hujia',8728}"
286,124,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',87786},{'demage',35114},{'hujia',8778}"
287,124,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',88294},{'demage',35317},{'hujia',8829}"
288,124,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',88804},{'demage',35521},{'hujia',8880}"
289,124,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',89315},{'demage',35726},{'hujia',8931}"
290,124,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',89827},{'demage',35930},{'hujia',8982}"
291,124,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',90341},{'demage',36136},{'hujia',9034}"
292,124,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',90856},{'demage',36342},{'hujia',9085}"
293,124,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',91372},{'demage',36548},{'hujia',9137}"
294,124,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',91890},{'demage',36756},{'hujia',9189}"
295,124,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',92410},{'demage',36964},{'hujia',9241}"
296,124,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',92930},{'demage',37172},{'hujia',9293}"
297,124,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',93452},{'demage',37380},{'hujia',9345}"
298,124,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',93976},{'demage',37590},{'hujia',9397}"
299,124,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',94501},{'demage',37800},{'hujia',9450}"
300,124,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',95027},{'demage',38010},{'hujia',9502}"
301,124,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',95555},{'demage',38222},{'hujia',9555}"
302,124,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',96084},{'demage',38433},{'hujia',9608}"
303,124,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',96614},{'demage',38645},{'hujia',9661}"
304,124,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',97146},{'demage',38858},{'hujia',9714}"
305,124,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',97680},{'demage',39072},{'hujia',9768}"
306,124,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',98214},{'demage',39285},{'hujia',9821}"
307,124,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',98750},{'demage',39500},{'hujia',9875}"
308,124,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',99288},{'demage',39715},{'hujia',9928}"
309,136,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',99827},{'demage',39930},{'hujia',9982}"
310,136,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',100367},{'demage',40146},{'hujia',10036}"
311,136,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',100909},{'demage',40363},{'hujia',10090}"
312,136,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',101452},{'demage',40580},{'hujia',10145}"
313,136,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',101996},{'demage',40798},{'hujia',10199}"
314,136,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',102542},{'demage',41016},{'hujia',10254}"
315,136,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',103090},{'demage',41236},{'hujia',10309}"
316,136,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',103638},{'demage',41455},{'hujia',10363}"
317,136,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',104188},{'demage',41675},{'hujia',10418}"
318,136,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',104740},{'demage',41896},{'hujia',10474}"
319,136,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',105293},{'demage',42117},{'hujia',10529}"
320,136,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',105847},{'demage',42338},{'hujia',10584}"
321,136,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',106403},{'demage',42561},{'hujia',10640}"
322,136,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',106960},{'demage',42784},{'hujia',10696}"
323,136,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',107518},{'demage',43007},{'hujia',10751}"
324,136,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',108078},{'demage',43231},{'hujia',10807}"
325,136,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',108640},{'demage',43456},{'hujia',10864}"
326,136,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',109202},{'demage',43680},{'hujia',10920}"
327,136,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',109766},{'demage',43906},{'hujia',10976}"
328,136,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',110332},{'demage',44132},{'hujia',11033}"
329,136,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',110899},{'demage',44359},{'hujia',11089}"
330,136,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',111467},{'demage',44586},{'hujia',11146}"
331,136,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',112037},{'demage',44814},{'hujia',11203}"
332,136,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',112608},{'demage',45043},{'hujia',11260}"
333,136,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',113180},{'demage',45272},{'hujia',11318}"
334,136,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',113754},{'demage',45501},{'hujia',11375}"
335,136,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',114330},{'demage',45732},{'hujia',11433}"
336,136,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',114906},{'demage',45962},{'hujia',11490}"
337,136,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',115484},{'demage',46193},{'hujia',11548}"
338,136,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',116064},{'demage',46425},{'hujia',11606}"
339,136,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',116645},{'demage',46658},{'hujia',11664}"
340,136,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',117227},{'demage',46890},{'hujia',11722}"
341,136,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',117811},{'demage',47124},{'hujia',11781}"
342,136,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',118396},{'demage',47358},{'hujia',11839}"
343,136,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',118982},{'demage',47592},{'hujia',11898}"
344,136,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',119570},{'demage',47828},{'hujia',11957}"
345,136,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',120160},{'demage',48064},{'hujia',12016}"
346,136,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',120750},{'demage',48300},{'hujia',12075}"
347,136,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',121342},{'demage',48536},{'hujia',12134}"
348,136,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',121936},{'demage',48774},{'hujia',12193}"
349,150,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',122531},{'demage',49012},{'hujia',12253}"
350,150,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',123127},{'demage',49250},{'hujia',12312}"
351,150,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',123725},{'demage',49490},{'hujia',12372}"
352,150,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',124324},{'demage',49729},{'hujia',12432}"
353,150,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',124924},{'demage',49969},{'hujia',12492}"
354,150,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',125526},{'demage',50210},{'hujia',12552}"
355,150,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',126130},{'demage',50452},{'hujia',12613}"
356,150,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',126734},{'demage',50693},{'hujia',12673}"
357,150,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',127340},{'demage',50936},{'hujia',12734}"
358,150,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',127948},{'demage',51179},{'hujia',12794}"
359,150,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',128557},{'demage',51422},{'hujia',12855}"
360,150,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',129167},{'demage',51666},{'hujia',12916}"
361,150,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',129779},{'demage',51911},{'hujia',12977}"
362,150,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',130392},{'demage',52156},{'hujia',13039}"
363,150,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',131006},{'demage',52402},{'hujia',13100}"
364,150,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',131622},{'demage',52648},{'hujia',13162}"
365,150,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',132240},{'demage',52896},{'hujia',13224}"
366,150,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',132858},{'demage',53143},{'hujia',13285}"
367,150,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',133478},{'demage',53391},{'hujia',13347}"
368,150,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',134100},{'demage',53640},{'hujia',13410}"
369,150,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',134723},{'demage',53889},{'hujia',13472}"
370,150,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',135347},{'demage',54138},{'hujia',13534}"
371,150,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',135973},{'demage',54389},{'hujia',13597}"
372,150,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',136600},{'demage',54640},{'hujia',13660}"
373,150,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',137228},{'demage',54891},{'hujia',13722}"
374,150,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',137858},{'demage',55143},{'hujia',13785}"
375,150,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',138490},{'demage',55396},{'hujia',13849}"
376,150,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',139122},{'demage',55648},{'hujia',13912}"
377,150,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',139756},{'demage',55902},{'hujia',13975}"
378,150,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',140392},{'demage',56156},{'hujia',14039}"
379,150,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',141029},{'demage',56411},{'hujia',14102}"
380,150,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',141667},{'demage',56666},{'hujia',14166}"
381,150,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',142307},{'demage',56922},{'hujia',14230}"
382,150,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',142948},{'demage',57179},{'hujia',14294}"
383,150,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',143590},{'demage',57436},{'hujia',14359}"
384,150,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',144234},{'demage',57693},{'hujia',14423}"
385,150,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',144880},{'demage',57952},{'hujia',14488}"
386,150,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',145526},{'demage',58210},{'hujia',14552}"
387,150,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',146174},{'demage',58469},{'hujia',14617}"
388,150,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',146824},{'demage',58729},{'hujia',14682}"
389,150,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',147475},{'demage',58990},{'hujia',14747}"
390,150,"{""item"",20001,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',148127},{'demage',59250},{'hujia',14812}"
391,150,"{""item"",20002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',148781},{'demage',59512},{'hujia',14878}"
392,150,"{""item"",20003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',149436},{'demage',59774},{'hujia',14943}"
393,150,"{""item"",20004,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',150092},{'demage',60036},{'hujia',15009}"
394,150,"{""item"",20005,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',150750},{'demage',60300},{'hujia',15075}"
395,150,"{""item"",20006,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',151410},{'demage',60564},{'hujia',15141}"
396,150,"{""item"",20007,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',152070},{'demage',60828},{'hujia',15207}"
397,150,"{""item"",20008,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',152732},{'demage',61092},{'hujia',15273}"
398,150,"{""item"",60003,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',153396},{'demage',61358},{'hujia',15339}"
399,150,"{""item"",60002,3},{""funds"",5000},{""bindRmb"",100}","{'maxhp',154061},{'demage',61624},{'hujia',15406}"
400,,,"{'maxhp',154727},{'demage',61890},{'hujia',15472}"
