##关卡ID,名称,boss图,xml提示,索引名称,关卡等级,关卡集合序号,章节名称,章节索引名称,背景地图,地图,X坐标,Y坐标,战斗地图,战斗地图X,战斗地图Y,"引导性检查（{""appointLevel"", 20}/{""equipCheck""}/{""awakeCheck"", 20}）",标题（用于文字简介）,"偏移（{x, y, x1, x2, w}）",品质基数 100白色101蓝色102金色105传奇,"三星奖励（{物品entryId, 数量, 品质}",基础奖励,"可能奖励（1为金钱,2为元宝,3为装备,若为普通物品则直接以字符串格式填写物品的id：""10001""）",关卡礼包npcEntryId,消耗体力,地图名,遇多少次怪,关联任务ID,关联开启功能信息索引,战斗中表演的电影的索引（文件名）,怪物库,敌营战力,下一关卡,战败提示,轨迹点,显示条件
Id_kn,name_s,bossImage_n,namexml_s,indexName_s,camLevel,chapterId_n,chapterName_s,chapterIndexName_s,bgImage_s,mapId_n,x_n,y_n,fightMap_n,fightMapX_n,fightMapY_n,guideCheck_t,title_s,offset_t,base_t,starItem_t,basePrize_t,prize_t,gift_t,consume_n,map_c,autoFightNum_n,taskId_n,funcIndex_s,movieName_s,enemy_t,fighting_n,next_n,lostTips_s,spot_t,open_c
1746,通天河4-6,20002,,4-6,0,1075,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=174609,[3]=174609,[4]=174609,[5]=174609,[6]=174609,[8]=174609,[9]=174609,[10]=174610,[11]=174609,[12]=174609",,747,,,
1747,通天河4-7,20035,,4-7,0,1075,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=174709,[3]=174709,[4]=174709,[5]=174709,[6]=174709,[8]=174709,[9]=174709,[10]=174710,[11]=174709,[12]=174709",,748,,,
1748,通天河4-8,100031,,4-8,0,1075,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=174809,[3]=174809,[4]=174809,[5]=174809,[6]=174809,[8]=174809,[9]=174809,[10]=174810,[11]=174809,[12]=174809",,749,,,
1749,通天河4-9,20021,,4-9,0,1075,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=174909,[3]=174909,[4]=174909,[5]=174909,[6]=174909,[8]=174909,[9]=174909,[10]=174910,[11]=174909,[12]=174909",,750,,,
1750,通天河4-10,110011,,4-10,0,1075,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,通天河,3,,,,"[2]=175009,[3]=175009,[4]=175009,[5]=175009,[6]=175009,[8]=175009,[9]=175009,[10]=175010,[11]=175009,[12]=175009",,751,,,
1751,通天河5-1,20012,,5-1,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175109,[3]=175109,[4]=175109,[5]=175109,[6]=175109,[8]=175109,[9]=175109,[10]=175110,[11]=175109,[12]=175109",,752,,,
1752,通天河5-2,20020,,5-2,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175209,[3]=175209,[4]=175209,[5]=175209,[6]=175209,[8]=175209,[9]=175209,[10]=175210,[11]=175209,[12]=175209",,753,,,
1753,通天河5-3,110008,,5-3,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175309,[3]=175309,[4]=175309,[5]=175309,[6]=175309,[8]=175309,[9]=175309,[10]=175310,[11]=175309,[12]=175309",,754,,,
1754,通天河5-4,20006,,5-4,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175409,[3]=175409,[4]=175409,[5]=175409,[6]=175409,[8]=175409,[9]=175409,[10]=175410,[11]=175409,[12]=175409",,755,,,
1755,通天河5-5,20015,,5-5,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175509,[3]=175509,[4]=175509,[5]=175509,[6]=175509,[8]=175509,[9]=175509,[10]=175510,[11]=175509,[12]=175509",,756,,,
1756,通天河5-6,17005,,5-6,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175609,[3]=175609,[4]=175609,[5]=175609,[6]=175609,[8]=175609,[9]=175609,[10]=175610,[11]=175609,[12]=175609",,757,,,
1757,通天河5-7,17004,,5-7,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175709,[3]=175709,[4]=175709,[5]=175709,[6]=175709,[8]=175709,[9]=175709,[10]=175710,[11]=175709,[12]=175709",,758,,,
1758,通天河5-8,20026,,5-8,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175809,[3]=175809,[4]=175809,[5]=175809,[6]=175809,[8]=175809,[9]=175809,[10]=175810,[11]=175809,[12]=175809",,759,,,
1759,通天河5-9,20001,,5-9,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=175909,[3]=175909,[4]=175909,[5]=175909,[6]=175909,[8]=175909,[9]=175909,[10]=175910,[11]=175909,[12]=175909",,760,,,
1760,通天河5-10,20018,,5-10,0,1076,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,通天河,3,,,,"[2]=176009,[3]=176009,[4]=176009,[5]=176009,[6]=176009,[8]=176009,[9]=176009,[10]=176010,[11]=176009,[12]=176009",,761,,,
1761,通天河6-1,20044,,6-1,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176109,[3]=176109,[4]=176109,[5]=176109,[6]=176109,[8]=176109,[9]=176109,[10]=176110,[11]=176109,[12]=176109",,762,,,
1762,通天河6-2,20010,,6-2,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176209,[3]=176209,[4]=176209,[5]=176209,[6]=176209,[8]=176209,[9]=176209,[10]=176210,[11]=176209,[12]=176209",,763,,,
1763,通天河6-3,20003,,6-3,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176309,[3]=176309,[4]=176309,[5]=176309,[6]=176309,[8]=176309,[9]=176309,[10]=176310,[11]=176309,[12]=176309",,764,,,
1764,通天河6-4,20020,,6-4,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176409,[3]=176409,[4]=176409,[5]=176409,[6]=176409,[8]=176409,[9]=176409,[10]=176410,[11]=176409,[12]=176409",,765,,,
1765,通天河6-5,20010,,6-5,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176509,[3]=176509,[4]=176509,[5]=176509,[6]=176509,[8]=176509,[9]=176509,[10]=176510,[11]=176509,[12]=176509",,766,,,
1766,通天河6-6,20012,,6-6,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176609,[3]=176609,[4]=176609,[5]=176609,[6]=176609,[8]=176609,[9]=176609,[10]=176610,[11]=176609,[12]=176609",,767,,,
1767,通天河6-7,110012,,6-7,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176709,[3]=176709,[4]=176709,[5]=176709,[6]=176709,[8]=176709,[9]=176709,[10]=176710,[11]=176709,[12]=176709",,768,,,
1768,通天河6-8,20033,,6-8,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176809,[3]=176809,[4]=176809,[5]=176809,[6]=176809,[8]=176809,[9]=176809,[10]=176810,[11]=176809,[12]=176809",,769,,,
1769,通天河6-9,20046,,6-9,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=176909,[3]=176909,[4]=176909,[5]=176909,[6]=176909,[8]=176909,[9]=176909,[10]=176910,[11]=176909,[12]=176909",,770,,,
1770,通天河6-10,100032,,6-10,0,1077,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,通天河,3,,,,"[2]=177009,[3]=177009,[4]=177009,[5]=177009,[6]=177009,[8]=177009,[9]=177009,[10]=177010,[11]=177009,[12]=177009",,771,,,
1771,通天河7-1,20029,,7-1,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177109,[3]=177109,[4]=177109,[5]=177109,[6]=177109,[8]=177109,[9]=177109,[10]=177110,[11]=177109,[12]=177109",,772,,,
1772,通天河7-2,20004,,7-2,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177209,[3]=177209,[4]=177209,[5]=177209,[6]=177209,[8]=177209,[9]=177209,[10]=177210,[11]=177209,[12]=177209",,773,,,
1773,通天河7-3,20006,,7-3,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177309,[3]=177309,[4]=177309,[5]=177309,[6]=177309,[8]=177309,[9]=177309,[10]=177310,[11]=177309,[12]=177309",,774,,,
1774,通天河7-4,20010,,7-4,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177409,[3]=177409,[4]=177409,[5]=177409,[6]=177409,[8]=177409,[9]=177409,[10]=177410,[11]=177409,[12]=177409",,775,,,
1775,通天河7-5,20042,,7-5,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177509,[3]=177509,[4]=177509,[5]=177509,[6]=177509,[8]=177509,[9]=177509,[10]=177510,[11]=177509,[12]=177509",,776,,,
1776,通天河7-6,20021,,7-6,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177609,[3]=177609,[4]=177609,[5]=177609,[6]=177609,[8]=177609,[9]=177609,[10]=177610,[11]=177609,[12]=177609",,777,,,
1777,通天河7-7,20023,,7-7,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177709,[3]=177709,[4]=177709,[5]=177709,[6]=177709,[8]=177709,[9]=177709,[10]=177710,[11]=177709,[12]=177709",,778,,,
1778,通天河7-8,100031,,7-8,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177809,[3]=177809,[4]=177809,[5]=177809,[6]=177809,[8]=177809,[9]=177809,[10]=177810,[11]=177809,[12]=177809",,779,,,
1779,通天河7-9,17007,,7-9,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=177909,[3]=177909,[4]=177909,[5]=177909,[6]=177909,[8]=177909,[9]=177909,[10]=177910,[11]=177909,[12]=177909",,780,,,
1780,通天河7-10,20014,,7-10,0,1078,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,通天河,3,,,,"[2]=178009,[3]=178009,[4]=178009,[5]=178009,[6]=178009,[8]=178009,[9]=178009,[10]=178010,[11]=178009,[12]=178009",,781,,,
1781,通天河8-1,17010,,8-1,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178109,[3]=178109,[4]=178109,[5]=178109,[6]=178109,[8]=178109,[9]=178109,[10]=178110,[11]=178109,[12]=178109",,782,,,
1782,通天河8-2,20043,,8-2,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178209,[3]=178209,[4]=178209,[5]=178209,[6]=178209,[8]=178209,[9]=178209,[10]=178210,[11]=178209,[12]=178209",,783,,,
1783,通天河8-3,110012,,8-3,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178309,[3]=178309,[4]=178309,[5]=178309,[6]=178309,[8]=178309,[9]=178309,[10]=178310,[11]=178309,[12]=178309",,784,,,
1784,通天河8-4,110009,,8-4,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178409,[3]=178409,[4]=178409,[5]=178409,[6]=178409,[8]=178409,[9]=178409,[10]=178410,[11]=178409,[12]=178409",,785,,,
1785,通天河8-5,20010,,8-5,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178509,[3]=178509,[4]=178509,[5]=178509,[6]=178509,[8]=178509,[9]=178509,[10]=178510,[11]=178509,[12]=178509",,786,,,
1786,通天河8-6,100031,,8-6,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178609,[3]=178609,[4]=178609,[5]=178609,[6]=178609,[8]=178609,[9]=178609,[10]=178610,[11]=178609,[12]=178609",,787,,,
1787,通天河8-7,20033,,8-7,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178709,[3]=178709,[4]=178709,[5]=178709,[6]=178709,[8]=178709,[9]=178709,[10]=178710,[11]=178709,[12]=178709",,788,,,
1788,通天河8-8,20033,,8-8,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178809,[3]=178809,[4]=178809,[5]=178809,[6]=178809,[8]=178809,[9]=178809,[10]=178810,[11]=178809,[12]=178809",,789,,,
1789,通天河8-9,20040,,8-9,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=178909,[3]=178909,[4]=178909,[5]=178909,[6]=178909,[8]=178909,[9]=178909,[10]=178910,[11]=178909,[12]=178909",,790,,,
1790,通天河8-10,20034,,8-10,0,1079,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,通天河,3,,,,"[2]=179009,[3]=179009,[4]=179009,[5]=179009,[6]=179009,[8]=179009,[9]=179009,[10]=179010,[11]=179009,[12]=179009",,791,,,
1791,通天河9-1,20015,,9-1,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179109,[3]=179109,[4]=179109,[5]=179109,[6]=179109,[8]=179109,[9]=179109,[10]=179110,[11]=179109,[12]=179109",,792,,,
1792,通天河9-2,20033,,9-2,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179209,[3]=179209,[4]=179209,[5]=179209,[6]=179209,[8]=179209,[9]=179209,[10]=179210,[11]=179209,[12]=179209",,793,,,
1793,通天河9-3,20034,,9-3,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179309,[3]=179309,[4]=179309,[5]=179309,[6]=179309,[8]=179309,[9]=179309,[10]=179310,[11]=179309,[12]=179309",,794,,,
1794,通天河9-4,20007,,9-4,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179409,[3]=179409,[4]=179409,[5]=179409,[6]=179409,[8]=179409,[9]=179409,[10]=179410,[11]=179409,[12]=179409",,795,,,
1795,通天河9-5,100031,,9-5,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179509,[3]=179509,[4]=179509,[5]=179509,[6]=179509,[8]=179509,[9]=179509,[10]=179510,[11]=179509,[12]=179509",,796,,,
1796,通天河9-6,20031,,9-6,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179609,[3]=179609,[4]=179609,[5]=179609,[6]=179609,[8]=179609,[9]=179609,[10]=179610,[11]=179609,[12]=179609",,797,,,
1797,通天河9-7,20002,,9-7,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179709,[3]=179709,[4]=179709,[5]=179709,[6]=179709,[8]=179709,[9]=179709,[10]=179710,[11]=179709,[12]=179709",,798,,,
1798,通天河9-8,20046,,9-8,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179809,[3]=179809,[4]=179809,[5]=179809,[6]=179809,[8]=179809,[9]=179809,[10]=179810,[11]=179809,[12]=179809",,799,,,
1799,通天河9-9,110012,,9-9,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=179909,[3]=179909,[4]=179909,[5]=179909,[6]=179909,[8]=179909,[9]=179909,[10]=179910,[11]=179909,[12]=179909",,800,,,
1800,通天河9-10,20033,,9-10,0,1080,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,通天河,3,,,,"[2]=180009,[3]=180009,[4]=180009,[5]=180009,[6]=180009,[8]=180009,[9]=180009,[10]=180010,[11]=180009,[12]=180009",,801,,,
1801,通天河10-1,20009,,10-1,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180109,[3]=180109,[4]=180109,[5]=180109,[6]=180109,[8]=180109,[9]=180109,[10]=180110,[11]=180109,[12]=180109",,802,,,
1802,通天河10-2,20043,,10-2,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180209,[3]=180209,[4]=180209,[5]=180209,[6]=180209,[8]=180209,[9]=180209,[10]=180210,[11]=180209,[12]=180209",,803,,,
1803,通天河10-3,20034,,10-3,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180309,[3]=180309,[4]=180309,[5]=180309,[6]=180309,[8]=180309,[9]=180309,[10]=180310,[11]=180309,[12]=180309",,804,,,
1804,通天河10-4,20001,,10-4,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180409,[3]=180409,[4]=180409,[5]=180409,[6]=180409,[8]=180409,[9]=180409,[10]=180410,[11]=180409,[12]=180409",,805,,,
1805,通天河10-5,20010,,10-5,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180509,[3]=180509,[4]=180509,[5]=180509,[6]=180509,[8]=180509,[9]=180509,[10]=180510,[11]=180509,[12]=180509",,806,,,
1806,通天河10-6,110012,,10-6,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180609,[3]=180609,[4]=180609,[5]=180609,[6]=180609,[8]=180609,[9]=180609,[10]=180610,[11]=180609,[12]=180609",,807,,,
1807,通天河10-7,20034,,10-7,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180709,[3]=180709,[4]=180709,[5]=180709,[6]=180709,[8]=180709,[9]=180709,[10]=180710,[11]=180709,[12]=180709",,808,,,
1808,通天河10-8,20018,,10-8,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180809,[3]=180809,[4]=180809,[5]=180809,[6]=180809,[8]=180809,[9]=180809,[10]=180810,[11]=180809,[12]=180809",,809,,,
1809,通天河10-9,20035,,10-9,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=180909,[3]=180909,[4]=180909,[5]=180909,[6]=180909,[8]=180909,[9]=180909,[10]=180910,[11]=180909,[12]=180909",,810,,,
1810,通天河10-10,20008,,10-10,0,1081,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,通天河,3,,,,"[2]=181009,[3]=181009,[4]=181009,[5]=181009,[6]=181009,[8]=181009,[9]=181009,[10]=181010,[11]=181009,[12]=181009",,811,,,
1811,通天河11-1,100032,,11-1,0,1082,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=181109,[3]=181109,[4]=181109,[5]=181109,[6]=181109,[8]=181109,[9]=181109,[10]=181110,[11]=181109,[12]=181109",,812,,,
1812,通天河11-2,20025,,11-2,0,1082,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=181209,[3]=181209,[4]=181209,[5]=181209,[6]=181209,[8]=181209,[9]=181209,[10]=181210,[11]=181209,[12]=181209",,813,,,
1813,通天河11-3,20007,,11-3,0,1082,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=181309,[3]=181309,[4]=181309,[5]=181309,[6]=181309,[8]=181309,[9]=181309,[10]=181310,[11]=181309,[12]=181309",,814,,,
1814,通天河11-4,20025,,11-4,0,1082,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=181409,[3]=181409,[4]=181409,[5]=181409,[6]=181409,[8]=181409,[9]=181409,[10]=181410,[11]=181409,[12]=181409",,815,,,
1815,通天河11-5,20006,,11-5,0,1082,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=181509,[3]=181509,[4]=181509,[5]=181509,[6]=181509,[8]=181509,[9]=181509,[10]=181510,[11]=181509,[12]=181509",,816,,,
1816,通天河11-6,20047,,11-6,0,1082,通天河,,,50016,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,通天河,3,,,,"[2]=181609,[3]=181609,[4]=181609,[5]=181609,[6]=181609,[8]=181609,[9]=181609,[10]=181610,[11]=181609,[12]=181609",,817,,,
